#(1) log(M_min) log of the minimum halo mass of the selection in logscale (in units of Msol/h)
#(2) log(M_max) log of the maximum halo mass of the selection in logscale (in units of Msol/h)
#(3) log(dM_min) log of the minimum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(4) log(dM_max) log of the maximum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(5) log(dz_min) log of the minimum change of redshift of the selection in logscale (calculated as z1-z2)
#(6) log(dz_max) log of the maximum change of redshift of the selection in logscale (calculated as z1-z2)
#(7) log(j_min) log of the minimum specific angular momentum of the selection in logscale (in physical units, Mpc/h * km/s)
#(8) log(j_max) log of the maximum specific angular momentum of the selection in logscale (in physical units, Mpc/h * km/s)
#(9) Dir
#log(M_min)	log(M_max)	log(dM_min)	log(dM_max)	log(dz_min)	log(dz_max)	log(j_min)	log(j_max)	Dir
12.1666666667 12.4583333333 -1.0 -0.75 -1.83333333333 -1.66666666667 -1.25 -0.833333333333 106.969299322
12.1666666667 12.4583333333 -1.0 -0.75 -1.83333333333 -1.66666666667 -0.833333333333 -0.416666666667 65.7119609428
12.1666666667 12.4583333333 -1.0 -0.75 -1.83333333333 -1.66666666667 -0.416666666667 0.0 57.7178596349
12.1666666667 12.4583333333 -1.0 -0.75 -1.83333333333 -1.66666666667 0.0 0.416666666667 47.105066876
12.1666666667 12.4583333333 -1.0 -0.75 -1.83333333333 -1.66666666667 0.416666666667 0.833333333333 24.2485765902
12.1666666667 12.4583333333 -1.0 -0.75 -1.83333333333 -1.66666666667 0.833333333333 1.25 12.4091059344
12.1666666667 12.4583333333 -1.0 -0.75 -1.83333333333 -1.66666666667 1.25 1.66666666667 11.9695412117
12.1666666667 12.4583333333 -1.0 -0.75 -1.83333333333 -1.66666666667 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.83333333333 -1.66666666667 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.66666666667 -1.5 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.66666666667 -1.5 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.66666666667 -1.5 -1.66666666667 -1.25 17.1277696358
12.1666666667 12.4583333333 -1.0 -0.75 -1.66666666667 -1.5 -1.25 -0.833333333333 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.66666666667 -1.5 -0.833333333333 -0.416666666667 66.0497471367
12.1666666667 12.4583333333 -1.0 -0.75 -1.66666666667 -1.5 -0.416666666667 0.0 58.4079314432
12.1666666667 12.4583333333 -1.0 -0.75 -1.66666666667 -1.5 0.0 0.416666666667 45.2825858365
12.1666666667 12.4583333333 -1.0 -0.75 -1.66666666667 -1.5 0.416666666667 0.833333333333 26.1066499185
12.1666666667 12.4583333333 -1.0 -0.75 -1.66666666667 -1.5 0.833333333333 1.25 14.9379009987
12.1666666667 12.4583333333 -1.0 -0.75 -1.66666666667 -1.5 1.25 1.66666666667 15.6427663657
12.1666666667 12.4583333333 -1.0 -0.75 -1.66666666667 -1.5 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.66666666667 -1.5 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.5 -1.33333333333 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.5 -1.33333333333 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.5 -1.33333333333 -1.66666666667 -1.25 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.5 -1.33333333333 -1.25 -0.833333333333 89.2125518737
12.1666666667 12.4583333333 -1.0 -0.75 -1.5 -1.33333333333 -0.833333333333 -0.416666666667 66.4491734977
12.1666666667 12.4583333333 -1.0 -0.75 -1.5 -1.33333333333 -0.416666666667 0.0 61.5001073025
12.1666666667 12.4583333333 -1.0 -0.75 -1.5 -1.33333333333 0.0 0.416666666667 50.2408910042
12.1666666667 12.4583333333 -1.0 -0.75 -1.5 -1.33333333333 0.416666666667 0.833333333333 30.8932695911
12.1666666667 12.4583333333 -1.0 -0.75 -1.5 -1.33333333333 0.833333333333 1.25 17.5945591683
12.1666666667 12.4583333333 -1.0 -0.75 -1.5 -1.33333333333 1.25 1.66666666667 11.3458416732
12.1666666667 12.4583333333 -1.0 -0.75 -1.5 -1.33333333333 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.5 -1.33333333333 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.33333333333 -1.16666666667 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.33333333333 -1.16666666667 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.33333333333 -1.16666666667 -1.66666666667 -1.25 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.33333333333 -1.16666666667 -1.25 -0.833333333333 99.0812755999
12.1666666667 12.4583333333 -1.0 -0.75 -1.33333333333 -1.16666666667 -0.833333333333 -0.416666666667 68.6813477569
12.1666666667 12.4583333333 -1.0 -0.75 -1.33333333333 -1.16666666667 -0.416666666667 0.0 68.1485309782
12.1666666667 12.4583333333 -1.0 -0.75 -1.33333333333 -1.16666666667 0.0 0.416666666667 52.7424238834
12.1666666667 12.4583333333 -1.0 -0.75 -1.33333333333 -1.16666666667 0.416666666667 0.833333333333 35.1171197676
12.1666666667 12.4583333333 -1.0 -0.75 -1.33333333333 -1.16666666667 0.833333333333 1.25 21.5583843279
12.1666666667 12.4583333333 -1.0 -0.75 -1.33333333333 -1.16666666667 1.25 1.66666666667 24.7041301209
12.1666666667 12.4583333333 -1.0 -0.75 -1.33333333333 -1.16666666667 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.33333333333 -1.16666666667 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.16666666667 -1.0 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.16666666667 -1.0 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.16666666667 -1.0 -1.66666666667 -1.25 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.16666666667 -1.0 -1.25 -0.833333333333 95.162275044
12.1666666667 12.4583333333 -1.0 -0.75 -1.16666666667 -1.0 -0.833333333333 -0.416666666667 99.7131865819
12.1666666667 12.4583333333 -1.0 -0.75 -1.16666666667 -1.0 -0.416666666667 0.0 82.6839859537
12.1666666667 12.4583333333 -1.0 -0.75 -1.16666666667 -1.0 0.0 0.416666666667 64.6628093572
12.1666666667 12.4583333333 -1.0 -0.75 -1.16666666667 -1.0 0.416666666667 0.833333333333 46.4474168785
12.1666666667 12.4583333333 -1.0 -0.75 -1.16666666667 -1.0 0.833333333333 1.25 28.0596944404
12.1666666667 12.4583333333 -1.0 -0.75 -1.16666666667 -1.0 1.25 1.66666666667 18.5463907863
12.1666666667 12.4583333333 -1.0 -0.75 -1.16666666667 -1.0 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.16666666667 -1.0 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.0 -0.833333333333 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.0 -0.833333333333 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.0 -0.833333333333 -1.66666666667 -1.25 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.0 -0.833333333333 -1.25 -0.833333333333 79.4492144638
12.1666666667 12.4583333333 -1.0 -0.75 -1.0 -0.833333333333 -0.833333333333 -0.416666666667 106.537063879
12.1666666667 12.4583333333 -1.0 -0.75 -1.0 -0.833333333333 -0.416666666667 0.0 90.4077781042
12.1666666667 12.4583333333 -1.0 -0.75 -1.0 -0.833333333333 0.0 0.416666666667 73.0705218453
12.1666666667 12.4583333333 -1.0 -0.75 -1.0 -0.833333333333 0.416666666667 0.833333333333 56.853779476
12.1666666667 12.4583333333 -1.0 -0.75 -1.0 -0.833333333333 0.833333333333 1.25 37.7110173568
12.1666666667 12.4583333333 -1.0 -0.75 -1.0 -0.833333333333 1.25 1.66666666667 33.4160251225
12.1666666667 12.4583333333 -1.0 -0.75 -1.0 -0.833333333333 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -1.0 -0.833333333333 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -0.833333333333 -0.666666666667 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -0.833333333333 -0.666666666667 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -0.833333333333 -0.666666666667 -1.66666666667 -1.25 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -0.833333333333 -0.666666666667 -1.25 -0.833333333333 106.455952861
12.1666666667 12.4583333333 -1.0 -0.75 -0.833333333333 -0.666666666667 -0.833333333333 -0.416666666667 114.353896655
12.1666666667 12.4583333333 -1.0 -0.75 -0.833333333333 -0.666666666667 -0.416666666667 0.0 101.685408935
12.1666666667 12.4583333333 -1.0 -0.75 -0.833333333333 -0.666666666667 0.0 0.416666666667 81.0966496407
12.1666666667 12.4583333333 -1.0 -0.75 -0.833333333333 -0.666666666667 0.416666666667 0.833333333333 67.3995635939
12.1666666667 12.4583333333 -1.0 -0.75 -0.833333333333 -0.666666666667 0.833333333333 1.25 49.4186743462
12.1666666667 12.4583333333 -1.0 -0.75 -0.833333333333 -0.666666666667 1.25 1.66666666667 91.5268714006
12.1666666667 12.4583333333 -1.0 -0.75 -0.833333333333 -0.666666666667 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -0.833333333333 -0.666666666667 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -0.666666666667 -0.5 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -0.666666666667 -0.5 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -0.666666666667 -0.5 -1.66666666667 -1.25 139.692696545
12.1666666667 12.4583333333 -1.0 -0.75 -0.666666666667 -0.5 -1.25 -0.833333333333 144.72053754
12.1666666667 12.4583333333 -1.0 -0.75 -0.666666666667 -0.5 -0.833333333333 -0.416666666667 135.443436529
12.1666666667 12.4583333333 -1.0 -0.75 -0.666666666667 -0.5 -0.416666666667 0.0 113.133589355
12.1666666667 12.4583333333 -1.0 -0.75 -0.666666666667 -0.5 0.0 0.416666666667 97.1477668285
12.1666666667 12.4583333333 -1.0 -0.75 -0.666666666667 -0.5 0.416666666667 0.833333333333 84.6100658543
12.1666666667 12.4583333333 -1.0 -0.75 -0.666666666667 -0.5 0.833333333333 1.25 131.446426464
12.1666666667 12.4583333333 -1.0 -0.75 -0.666666666667 -0.5 1.25 1.66666666667 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -0.666666666667 -0.5 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -1.0 -0.75 -0.666666666667 -0.5 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.5 -2.33333333333 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.5 -2.33333333333 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.5 -2.33333333333 -1.66666666667 -1.25 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.5 -2.33333333333 -1.25 -0.833333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.5 -2.33333333333 -0.833333333333 -0.416666666667 118.637706819
12.1666666667 12.4583333333 -0.75 -0.5 -2.5 -2.33333333333 -0.416666666667 0.0 98.7391773864
12.1666666667 12.4583333333 -0.75 -0.5 -2.5 -2.33333333333 0.0 0.416666666667 117.208002758
12.1666666667 12.4583333333 -0.75 -0.5 -2.5 -2.33333333333 0.416666666667 0.833333333333 106.831295503
12.1666666667 12.4583333333 -0.75 -0.5 -2.5 -2.33333333333 0.833333333333 1.25 116.539548528
12.1666666667 12.4583333333 -0.75 -0.5 -2.5 -2.33333333333 1.25 1.66666666667 38.401420347
12.1666666667 12.4583333333 -0.75 -0.5 -2.5 -2.33333333333 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.5 -2.33333333333 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.33333333333 -2.16666666667 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.33333333333 -2.16666666667 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.33333333333 -2.16666666667 -1.66666666667 -1.25 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.33333333333 -2.16666666667 -1.25 -0.833333333333 104.362914795
12.1666666667 12.4583333333 -0.75 -0.5 -2.33333333333 -2.16666666667 -0.833333333333 -0.416666666667 58.6908239165
12.1666666667 12.4583333333 -0.75 -0.5 -2.33333333333 -2.16666666667 -0.416666666667 0.0 76.5620902216
12.1666666667 12.4583333333 -0.75 -0.5 -2.33333333333 -2.16666666667 0.0 0.416666666667 70.2579837408
12.1666666667 12.4583333333 -0.75 -0.5 -2.33333333333 -2.16666666667 0.416666666667 0.833333333333 59.9239943098
12.1666666667 12.4583333333 -0.75 -0.5 -2.33333333333 -2.16666666667 0.833333333333 1.25 36.8063422259
12.1666666667 12.4583333333 -0.75 -0.5 -2.33333333333 -2.16666666667 1.25 1.66666666667 158.352691823
12.1666666667 12.4583333333 -0.75 -0.5 -2.33333333333 -2.16666666667 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.33333333333 -2.16666666667 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.16666666667 -2.0 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.16666666667 -2.0 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.16666666667 -2.0 -1.66666666667 -1.25 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.16666666667 -2.0 -1.25 -0.833333333333 47.6314767009
12.1666666667 12.4583333333 -0.75 -0.5 -2.16666666667 -2.0 -0.833333333333 -0.416666666667 91.5147744583
12.1666666667 12.4583333333 -0.75 -0.5 -2.16666666667 -2.0 -0.416666666667 0.0 94.2010895578
12.1666666667 12.4583333333 -0.75 -0.5 -2.16666666667 -2.0 0.0 0.416666666667 72.9803378524
12.1666666667 12.4583333333 -0.75 -0.5 -2.16666666667 -2.0 0.416666666667 0.833333333333 62.8564010663
12.1666666667 12.4583333333 -0.75 -0.5 -2.16666666667 -2.0 0.833333333333 1.25 25.9572342741
12.1666666667 12.4583333333 -0.75 -0.5 -2.16666666667 -2.0 1.25 1.66666666667 160.842132573
12.1666666667 12.4583333333 -0.75 -0.5 -2.16666666667 -2.0 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.16666666667 -2.0 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.0 -1.83333333333 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.0 -1.83333333333 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.0 -1.83333333333 -1.66666666667 -1.25 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.0 -1.83333333333 -1.25 -0.833333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.0 -1.83333333333 -0.833333333333 -0.416666666667 84.9572215208
12.1666666667 12.4583333333 -0.75 -0.5 -2.0 -1.83333333333 -0.416666666667 0.0 87.296185585
12.1666666667 12.4583333333 -0.75 -0.5 -2.0 -1.83333333333 0.0 0.416666666667 82.5174354917
12.1666666667 12.4583333333 -0.75 -0.5 -2.0 -1.83333333333 0.416666666667 0.833333333333 60.8456487199
12.1666666667 12.4583333333 -0.75 -0.5 -2.0 -1.83333333333 0.833333333333 1.25 16.3356699474
12.1666666667 12.4583333333 -0.75 -0.5 -2.0 -1.83333333333 1.25 1.66666666667 10.4480193583
12.1666666667 12.4583333333 -0.75 -0.5 -2.0 -1.83333333333 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -2.0 -1.83333333333 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.83333333333 -1.66666666667 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.83333333333 -1.66666666667 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.83333333333 -1.66666666667 -1.66666666667 -1.25 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.83333333333 -1.66666666667 -1.25 -0.833333333333 116.21483665
12.1666666667 12.4583333333 -0.75 -0.5 -1.83333333333 -1.66666666667 -0.833333333333 -0.416666666667 86.9485439801
12.1666666667 12.4583333333 -0.75 -0.5 -1.83333333333 -1.66666666667 -0.416666666667 0.0 77.4324040238
12.1666666667 12.4583333333 -0.75 -0.5 -1.83333333333 -1.66666666667 0.0 0.416666666667 66.3051899383
12.1666666667 12.4583333333 -0.75 -0.5 -1.83333333333 -1.66666666667 0.416666666667 0.833333333333 37.3529433761
12.1666666667 12.4583333333 -0.75 -0.5 -1.83333333333 -1.66666666667 0.833333333333 1.25 12.3954857393
12.1666666667 12.4583333333 -0.75 -0.5 -1.83333333333 -1.66666666667 1.25 1.66666666667 9.30161981319
12.1666666667 12.4583333333 -0.75 -0.5 -1.83333333333 -1.66666666667 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.83333333333 -1.66666666667 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.66666666667 -1.5 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.66666666667 -1.5 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.66666666667 -1.5 -1.66666666667 -1.25 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.66666666667 -1.5 -1.25 -0.833333333333 86.2639733219
12.1666666667 12.4583333333 -0.75 -0.5 -1.66666666667 -1.5 -0.833333333333 -0.416666666667 97.2670632281
12.1666666667 12.4583333333 -0.75 -0.5 -1.66666666667 -1.5 -0.416666666667 0.0 78.9771261079
12.1666666667 12.4583333333 -0.75 -0.5 -1.66666666667 -1.5 0.0 0.416666666667 60.9473113057
12.1666666667 12.4583333333 -0.75 -0.5 -1.66666666667 -1.5 0.416666666667 0.833333333333 32.2993578173
12.1666666667 12.4583333333 -0.75 -0.5 -1.66666666667 -1.5 0.833333333333 1.25 12.8019580446
12.1666666667 12.4583333333 -0.75 -0.5 -1.66666666667 -1.5 1.25 1.66666666667 12.2701133664
12.1666666667 12.4583333333 -0.75 -0.5 -1.66666666667 -1.5 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.66666666667 -1.5 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.5 -1.33333333333 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.5 -1.33333333333 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.5 -1.33333333333 -1.66666666667 -1.25 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.5 -1.33333333333 -1.25 -0.833333333333 121.174035717
12.1666666667 12.4583333333 -0.75 -0.5 -1.5 -1.33333333333 -0.833333333333 -0.416666666667 82.7542747401
12.1666666667 12.4583333333 -0.75 -0.5 -1.5 -1.33333333333 -0.416666666667 0.0 89.4288794132
12.1666666667 12.4583333333 -0.75 -0.5 -1.5 -1.33333333333 0.0 0.416666666667 62.8942812815
12.1666666667 12.4583333333 -0.75 -0.5 -1.5 -1.33333333333 0.416666666667 0.833333333333 32.5845466474
12.1666666667 12.4583333333 -0.75 -0.5 -1.5 -1.33333333333 0.833333333333 1.25 15.8133442546
12.1666666667 12.4583333333 -0.75 -0.5 -1.5 -1.33333333333 1.25 1.66666666667 15.6815390183
12.1666666667 12.4583333333 -0.75 -0.5 -1.5 -1.33333333333 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.5 -1.33333333333 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.33333333333 -1.16666666667 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.33333333333 -1.16666666667 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.33333333333 -1.16666666667 -1.66666666667 -1.25 157.173008131
12.1666666667 12.4583333333 -0.75 -0.5 -1.33333333333 -1.16666666667 -1.25 -0.833333333333 153.878847034
12.1666666667 12.4583333333 -0.75 -0.5 -1.33333333333 -1.16666666667 -0.833333333333 -0.416666666667 79.1643331331
12.1666666667 12.4583333333 -0.75 -0.5 -1.33333333333 -1.16666666667 -0.416666666667 0.0 65.7625197268
12.1666666667 12.4583333333 -0.75 -0.5 -1.33333333333 -1.16666666667 0.0 0.416666666667 58.09817118
12.1666666667 12.4583333333 -0.75 -0.5 -1.33333333333 -1.16666666667 0.416666666667 0.833333333333 33.0285691013
12.1666666667 12.4583333333 -0.75 -0.5 -1.33333333333 -1.16666666667 0.833333333333 1.25 17.9860337517
12.1666666667 12.4583333333 -0.75 -0.5 -1.33333333333 -1.16666666667 1.25 1.66666666667 14.4431678136
12.1666666667 12.4583333333 -0.75 -0.5 -1.33333333333 -1.16666666667 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.33333333333 -1.16666666667 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.16666666667 -1.0 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.16666666667 -1.0 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.16666666667 -1.0 -1.66666666667 -1.25 110.133631707
12.1666666667 12.4583333333 -0.75 -0.5 -1.16666666667 -1.0 -1.25 -0.833333333333 147.895230537
12.1666666667 12.4583333333 -0.75 -0.5 -1.16666666667 -1.0 -0.833333333333 -0.416666666667 107.27914859
12.1666666667 12.4583333333 -0.75 -0.5 -1.16666666667 -1.0 -0.416666666667 0.0 82.3917812861
12.1666666667 12.4583333333 -0.75 -0.5 -1.16666666667 -1.0 0.0 0.416666666667 68.3452954451
12.1666666667 12.4583333333 -0.75 -0.5 -1.16666666667 -1.0 0.416666666667 0.833333333333 42.6779499768
12.1666666667 12.4583333333 -0.75 -0.5 -1.16666666667 -1.0 0.833333333333 1.25 23.5287922711
12.1666666667 12.4583333333 -0.75 -0.5 -1.16666666667 -1.0 1.25 1.66666666667 23.4662900186
12.1666666667 12.4583333333 -0.75 -0.5 -1.16666666667 -1.0 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.16666666667 -1.0 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.0 -0.833333333333 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.0 -0.833333333333 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.0 -0.833333333333 -1.66666666667 -1.25 161.596434837
12.1666666667 12.4583333333 -0.75 -0.5 -1.0 -0.833333333333 -1.25 -0.833333333333 137.348196311
12.1666666667 12.4583333333 -0.75 -0.5 -1.0 -0.833333333333 -0.833333333333 -0.416666666667 124.980665333
12.1666666667 12.4583333333 -0.75 -0.5 -1.0 -0.833333333333 -0.416666666667 0.0 100.640632152
12.1666666667 12.4583333333 -0.75 -0.5 -1.0 -0.833333333333 0.0 0.416666666667 78.5578375037
12.1666666667 12.4583333333 -0.75 -0.5 -1.0 -0.833333333333 0.416666666667 0.833333333333 51.8489762965
12.1666666667 12.4583333333 -0.75 -0.5 -1.0 -0.833333333333 0.833333333333 1.25 31.1125197313
12.1666666667 12.4583333333 -0.75 -0.5 -1.0 -0.833333333333 1.25 1.66666666667 9.9203191158
12.1666666667 12.4583333333 -0.75 -0.5 -1.0 -0.833333333333 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -1.0 -0.833333333333 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -0.833333333333 -0.666666666667 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -0.833333333333 -0.666666666667 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -0.833333333333 -0.666666666667 -1.66666666667 -1.25 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -0.833333333333 -0.666666666667 -1.25 -0.833333333333 127.549620992
12.1666666667 12.4583333333 -0.75 -0.5 -0.833333333333 -0.666666666667 -0.833333333333 -0.416666666667 136.595215863
12.1666666667 12.4583333333 -0.75 -0.5 -0.833333333333 -0.666666666667 -0.416666666667 0.0 112.967751536
12.1666666667 12.4583333333 -0.75 -0.5 -0.833333333333 -0.666666666667 0.0 0.416666666667 82.8823869136
12.1666666667 12.4583333333 -0.75 -0.5 -0.833333333333 -0.666666666667 0.416666666667 0.833333333333 57.5747546423
12.1666666667 12.4583333333 -0.75 -0.5 -0.833333333333 -0.666666666667 0.833333333333 1.25 39.8233740165
12.1666666667 12.4583333333 -0.75 -0.5 -0.833333333333 -0.666666666667 1.25 1.66666666667 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -0.833333333333 -0.666666666667 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -0.833333333333 -0.666666666667 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -0.666666666667 -0.5 -2.5 -2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -0.666666666667 -0.5 -2.08333333333 -1.66666666667 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -0.666666666667 -0.5 -1.66666666667 -1.25 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -0.666666666667 -0.5 -1.25 -0.833333333333 102.536796291
12.1666666667 12.4583333333 -0.75 -0.5 -0.666666666667 -0.5 -0.833333333333 -0.416666666667 144.56138925
12.1666666667 12.4583333333 -0.75 -0.5 -0.666666666667 -0.5 -0.416666666667 0.0 110.370289511
12.1666666667 12.4583333333 -0.75 -0.5 -0.666666666667 -0.5 0.0 0.416666666667 91.1154607211
12.1666666667 12.4583333333 -0.75 -0.5 -0.666666666667 -0.5 0.416666666667 0.833333333333 68.1265854746
12.1666666667 12.4583333333 -0.75 -0.5 -0.666666666667 -0.5 0.833333333333 1.25 54.2413480623
12.1666666667 12.4583333333 -0.75 -0.5 -0.666666666667 -0.5 1.25 1.66666666667 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -0.666666666667 -0.5 1.66666666667 2.08333333333 -99.0
12.1666666667 12.4583333333 -0.75 -0.5 -0.666666666667 -0.5 2.08333333333 2.5 -99.0
12.1666666667 12.4583333333 -0.5 -0.25 -2.5 -2.33333333333 -2.5 -2.08333333333 -99.0
