#(1) log(M_min) log of the minimum halo mass of the selection in logscale (in units of Msol/h)
#(2) log(M_max) log of the maximum halo mass of the selection in logscale (in units of Msol/h)
#(3) log(dM_min) log of the minimum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(4) log(dM_max) log of the maximum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(5) log(dz_min) log of the minimum change of redshift of the selection in logscale (calculated as z1-z2)
#(6) log(dz_max) log of the maximum change of redshift of the selection in logscale (calculated as z1-z2)
#(7) log(j_min) log of the minimum specific angular momentum of the selection in logscale (in physical units, Mpc/h * km/s)
#(8) log(j_max) log of the maximum specific angular momentum of the selection in logscale (in physical units, Mpc/h * km/s)
#(9) Dir
#log(M_min)	log(M_max)	log(dM_min)	log(dM_max)	log(dz_min)	log(dz_max)	log(j_min)	log(j_max)	Dir
11.2916666667 11.5833333333 -2.5 -2.25 -0.666666666667 -0.5 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.5 -2.25 -0.666666666667 -0.5 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.5 -2.25 -0.666666666667 -0.5 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -2.5 -2.33333333333 -2.5 -2.08333333333 108.844393539
11.2916666667 11.5833333333 -2.25 -2.0 -2.5 -2.33333333333 -2.08333333333 -1.66666666667 87.9550507178
11.2916666667 11.5833333333 -2.25 -2.0 -2.5 -2.33333333333 -1.66666666667 -1.25 91.9177292831
11.2916666667 11.5833333333 -2.25 -2.0 -2.5 -2.33333333333 -1.25 -0.833333333333 90.7389206775
11.2916666667 11.5833333333 -2.25 -2.0 -2.5 -2.33333333333 -0.833333333333 -0.416666666667 89.7353800445
11.2916666667 11.5833333333 -2.25 -2.0 -2.5 -2.33333333333 -0.416666666667 0.0 84.7101758217
11.2916666667 11.5833333333 -2.25 -2.0 -2.5 -2.33333333333 0.0 0.416666666667 79.3910800998
11.2916666667 11.5833333333 -2.25 -2.0 -2.5 -2.33333333333 0.416666666667 0.833333333333 79.1695533061
11.2916666667 11.5833333333 -2.25 -2.0 -2.5 -2.33333333333 0.833333333333 1.25 74.0289424835
11.2916666667 11.5833333333 -2.25 -2.0 -2.5 -2.33333333333 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -2.5 -2.33333333333 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -2.5 -2.33333333333 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -2.33333333333 -2.16666666667 -2.5 -2.08333333333 132.93899603
11.2916666667 11.5833333333 -2.25 -2.0 -2.33333333333 -2.16666666667 -2.08333333333 -1.66666666667 83.6158224738
11.2916666667 11.5833333333 -2.25 -2.0 -2.33333333333 -2.16666666667 -1.66666666667 -1.25 87.4423546949
11.2916666667 11.5833333333 -2.25 -2.0 -2.33333333333 -2.16666666667 -1.25 -0.833333333333 88.774218656
11.2916666667 11.5833333333 -2.25 -2.0 -2.33333333333 -2.16666666667 -0.833333333333 -0.416666666667 88.2397792775
11.2916666667 11.5833333333 -2.25 -2.0 -2.33333333333 -2.16666666667 -0.416666666667 0.0 84.0816832817
11.2916666667 11.5833333333 -2.25 -2.0 -2.33333333333 -2.16666666667 0.0 0.416666666667 80.3884320001
11.2916666667 11.5833333333 -2.25 -2.0 -2.33333333333 -2.16666666667 0.416666666667 0.833333333333 80.5620058825
11.2916666667 11.5833333333 -2.25 -2.0 -2.33333333333 -2.16666666667 0.833333333333 1.25 115.651429315
11.2916666667 11.5833333333 -2.25 -2.0 -2.33333333333 -2.16666666667 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -2.33333333333 -2.16666666667 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -2.33333333333 -2.16666666667 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -2.16666666667 -2.0 -2.5 -2.08333333333 68.971845125
11.2916666667 11.5833333333 -2.25 -2.0 -2.16666666667 -2.0 -2.08333333333 -1.66666666667 101.96043205
11.2916666667 11.5833333333 -2.25 -2.0 -2.16666666667 -2.0 -1.66666666667 -1.25 88.339110497
11.2916666667 11.5833333333 -2.25 -2.0 -2.16666666667 -2.0 -1.25 -0.833333333333 91.8391942397
11.2916666667 11.5833333333 -2.25 -2.0 -2.16666666667 -2.0 -0.833333333333 -0.416666666667 89.9867712596
11.2916666667 11.5833333333 -2.25 -2.0 -2.16666666667 -2.0 -0.416666666667 0.0 85.7594454956
11.2916666667 11.5833333333 -2.25 -2.0 -2.16666666667 -2.0 0.0 0.416666666667 81.5704242883
11.2916666667 11.5833333333 -2.25 -2.0 -2.16666666667 -2.0 0.416666666667 0.833333333333 83.8238693792
11.2916666667 11.5833333333 -2.25 -2.0 -2.16666666667 -2.0 0.833333333333 1.25 68.6871552999
11.2916666667 11.5833333333 -2.25 -2.0 -2.16666666667 -2.0 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -2.16666666667 -2.0 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -2.16666666667 -2.0 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -2.0 -1.83333333333 -2.5 -2.08333333333 74.1229270993
11.2916666667 11.5833333333 -2.25 -2.0 -2.0 -1.83333333333 -2.08333333333 -1.66666666667 100.020183724
11.2916666667 11.5833333333 -2.25 -2.0 -2.0 -1.83333333333 -1.66666666667 -1.25 90.3579931316
11.2916666667 11.5833333333 -2.25 -2.0 -2.0 -1.83333333333 -1.25 -0.833333333333 93.3375675352
11.2916666667 11.5833333333 -2.25 -2.0 -2.0 -1.83333333333 -0.833333333333 -0.416666666667 91.1847277424
11.2916666667 11.5833333333 -2.25 -2.0 -2.0 -1.83333333333 -0.416666666667 0.0 87.4261065387
11.2916666667 11.5833333333 -2.25 -2.0 -2.0 -1.83333333333 0.0 0.416666666667 83.5345724275
11.2916666667 11.5833333333 -2.25 -2.0 -2.0 -1.83333333333 0.416666666667 0.833333333333 85.9314223498
11.2916666667 11.5833333333 -2.25 -2.0 -2.0 -1.83333333333 0.833333333333 1.25 120.578808917
11.2916666667 11.5833333333 -2.25 -2.0 -2.0 -1.83333333333 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -2.0 -1.83333333333 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -2.0 -1.83333333333 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.83333333333 -1.66666666667 -2.5 -2.08333333333 117.758988508
11.2916666667 11.5833333333 -2.25 -2.0 -1.83333333333 -1.66666666667 -2.08333333333 -1.66666666667 98.8985452944
11.2916666667 11.5833333333 -2.25 -2.0 -1.83333333333 -1.66666666667 -1.66666666667 -1.25 91.7592911916
11.2916666667 11.5833333333 -2.25 -2.0 -1.83333333333 -1.66666666667 -1.25 -0.833333333333 91.5744258872
11.2916666667 11.5833333333 -2.25 -2.0 -1.83333333333 -1.66666666667 -0.833333333333 -0.416666666667 89.6436764205
11.2916666667 11.5833333333 -2.25 -2.0 -1.83333333333 -1.66666666667 -0.416666666667 0.0 85.6787013403
11.2916666667 11.5833333333 -2.25 -2.0 -1.83333333333 -1.66666666667 0.0 0.416666666667 81.8454678075
11.2916666667 11.5833333333 -2.25 -2.0 -1.83333333333 -1.66666666667 0.416666666667 0.833333333333 86.8621582896
11.2916666667 11.5833333333 -2.25 -2.0 -1.83333333333 -1.66666666667 0.833333333333 1.25 76.9836951223
11.2916666667 11.5833333333 -2.25 -2.0 -1.83333333333 -1.66666666667 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.83333333333 -1.66666666667 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.83333333333 -1.66666666667 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.66666666667 -1.5 -2.5 -2.08333333333 67.5106983514
11.2916666667 11.5833333333 -2.25 -2.0 -1.66666666667 -1.5 -2.08333333333 -1.66666666667 88.577918051
11.2916666667 11.5833333333 -2.25 -2.0 -1.66666666667 -1.5 -1.66666666667 -1.25 85.3624855115
11.2916666667 11.5833333333 -2.25 -2.0 -1.66666666667 -1.5 -1.25 -0.833333333333 88.3301673992
11.2916666667 11.5833333333 -2.25 -2.0 -1.66666666667 -1.5 -0.833333333333 -0.416666666667 85.7361468795
11.2916666667 11.5833333333 -2.25 -2.0 -1.66666666667 -1.5 -0.416666666667 0.0 81.6042341386
11.2916666667 11.5833333333 -2.25 -2.0 -1.66666666667 -1.5 0.0 0.416666666667 77.884938874
11.2916666667 11.5833333333 -2.25 -2.0 -1.66666666667 -1.5 0.416666666667 0.833333333333 85.6985135056
11.2916666667 11.5833333333 -2.25 -2.0 -1.66666666667 -1.5 0.833333333333 1.25 75.3262571741
11.2916666667 11.5833333333 -2.25 -2.0 -1.66666666667 -1.5 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.66666666667 -1.5 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.66666666667 -1.5 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.5 -1.33333333333 -2.5 -2.08333333333 137.634245788
11.2916666667 11.5833333333 -2.25 -2.0 -1.5 -1.33333333333 -2.08333333333 -1.66666666667 109.602641707
11.2916666667 11.5833333333 -2.25 -2.0 -1.5 -1.33333333333 -1.66666666667 -1.25 85.6360941459
11.2916666667 11.5833333333 -2.25 -2.0 -1.5 -1.33333333333 -1.25 -0.833333333333 83.9674835679
11.2916666667 11.5833333333 -2.25 -2.0 -1.5 -1.33333333333 -0.833333333333 -0.416666666667 82.1498911205
11.2916666667 11.5833333333 -2.25 -2.0 -1.5 -1.33333333333 -0.416666666667 0.0 78.2029355391
11.2916666667 11.5833333333 -2.25 -2.0 -1.5 -1.33333333333 0.0 0.416666666667 75.5911356336
11.2916666667 11.5833333333 -2.25 -2.0 -1.5 -1.33333333333 0.416666666667 0.833333333333 85.7476049482
11.2916666667 11.5833333333 -2.25 -2.0 -1.5 -1.33333333333 0.833333333333 1.25 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.5 -1.33333333333 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.5 -1.33333333333 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.5 -1.33333333333 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.33333333333 -1.16666666667 -2.5 -2.08333333333 81.3142210703
11.2916666667 11.5833333333 -2.25 -2.0 -1.33333333333 -1.16666666667 -2.08333333333 -1.66666666667 78.5629968736
11.2916666667 11.5833333333 -2.25 -2.0 -1.33333333333 -1.16666666667 -1.66666666667 -1.25 83.7059076049
11.2916666667 11.5833333333 -2.25 -2.0 -1.33333333333 -1.16666666667 -1.25 -0.833333333333 83.524933171
11.2916666667 11.5833333333 -2.25 -2.0 -1.33333333333 -1.16666666667 -0.833333333333 -0.416666666667 79.2284111562
11.2916666667 11.5833333333 -2.25 -2.0 -1.33333333333 -1.16666666667 -0.416666666667 0.0 76.8777334794
11.2916666667 11.5833333333 -2.25 -2.0 -1.33333333333 -1.16666666667 0.0 0.416666666667 76.0379819633
11.2916666667 11.5833333333 -2.25 -2.0 -1.33333333333 -1.16666666667 0.416666666667 0.833333333333 95.9148771099
11.2916666667 11.5833333333 -2.25 -2.0 -1.33333333333 -1.16666666667 0.833333333333 1.25 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.33333333333 -1.16666666667 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.33333333333 -1.16666666667 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.33333333333 -1.16666666667 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.16666666667 -1.0 -2.5 -2.08333333333 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.16666666667 -1.0 -2.08333333333 -1.66666666667 84.5642758194
11.2916666667 11.5833333333 -2.25 -2.0 -1.16666666667 -1.0 -1.66666666667 -1.25 81.5819499673
11.2916666667 11.5833333333 -2.25 -2.0 -1.16666666667 -1.0 -1.25 -0.833333333333 80.6582633607
11.2916666667 11.5833333333 -2.25 -2.0 -1.16666666667 -1.0 -0.833333333333 -0.416666666667 80.580355724
11.2916666667 11.5833333333 -2.25 -2.0 -1.16666666667 -1.0 -0.416666666667 0.0 78.7172378909
11.2916666667 11.5833333333 -2.25 -2.0 -1.16666666667 -1.0 0.0 0.416666666667 80.2265836102
11.2916666667 11.5833333333 -2.25 -2.0 -1.16666666667 -1.0 0.416666666667 0.833333333333 110.045507924
11.2916666667 11.5833333333 -2.25 -2.0 -1.16666666667 -1.0 0.833333333333 1.25 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.16666666667 -1.0 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.16666666667 -1.0 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.16666666667 -1.0 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.0 -0.833333333333 -2.5 -2.08333333333 115.66428179
11.2916666667 11.5833333333 -2.25 -2.0 -1.0 -0.833333333333 -2.08333333333 -1.66666666667 78.2472737107
11.2916666667 11.5833333333 -2.25 -2.0 -1.0 -0.833333333333 -1.66666666667 -1.25 90.6303634662
11.2916666667 11.5833333333 -2.25 -2.0 -1.0 -0.833333333333 -1.25 -0.833333333333 88.3596600493
11.2916666667 11.5833333333 -2.25 -2.0 -1.0 -0.833333333333 -0.833333333333 -0.416666666667 85.3735045776
11.2916666667 11.5833333333 -2.25 -2.0 -1.0 -0.833333333333 -0.416666666667 0.0 85.7217689726
11.2916666667 11.5833333333 -2.25 -2.0 -1.0 -0.833333333333 0.0 0.416666666667 93.2072977668
11.2916666667 11.5833333333 -2.25 -2.0 -1.0 -0.833333333333 0.416666666667 0.833333333333 104.414378761
11.2916666667 11.5833333333 -2.25 -2.0 -1.0 -0.833333333333 0.833333333333 1.25 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.0 -0.833333333333 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.0 -0.833333333333 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -1.0 -0.833333333333 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -0.833333333333 -0.666666666667 -2.5 -2.08333333333 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -0.833333333333 -0.666666666667 -2.08333333333 -1.66666666667 133.440425796
11.2916666667 11.5833333333 -2.25 -2.0 -0.833333333333 -0.666666666667 -1.66666666667 -1.25 113.611344074
11.2916666667 11.5833333333 -2.25 -2.0 -0.833333333333 -0.666666666667 -1.25 -0.833333333333 96.3561040563
11.2916666667 11.5833333333 -2.25 -2.0 -0.833333333333 -0.666666666667 -0.833333333333 -0.416666666667 98.6528190355
11.2916666667 11.5833333333 -2.25 -2.0 -0.833333333333 -0.666666666667 -0.416666666667 0.0 98.6554299753
11.2916666667 11.5833333333 -2.25 -2.0 -0.833333333333 -0.666666666667 0.0 0.416666666667 110.293399382
11.2916666667 11.5833333333 -2.25 -2.0 -0.833333333333 -0.666666666667 0.416666666667 0.833333333333 107.966106159
11.2916666667 11.5833333333 -2.25 -2.0 -0.833333333333 -0.666666666667 0.833333333333 1.25 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -0.833333333333 -0.666666666667 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -0.833333333333 -0.666666666667 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -0.833333333333 -0.666666666667 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -0.666666666667 -0.5 -2.5 -2.08333333333 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -0.666666666667 -0.5 -2.08333333333 -1.66666666667 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -0.666666666667 -0.5 -1.66666666667 -1.25 69.3768372252
11.2916666667 11.5833333333 -2.25 -2.0 -0.666666666667 -0.5 -1.25 -0.833333333333 130.441138604
11.2916666667 11.5833333333 -2.25 -2.0 -0.666666666667 -0.5 -0.833333333333 -0.416666666667 123.141645757
11.2916666667 11.5833333333 -2.25 -2.0 -0.666666666667 -0.5 -0.416666666667 0.0 117.194378137
11.2916666667 11.5833333333 -2.25 -2.0 -0.666666666667 -0.5 0.0 0.416666666667 126.354002284
11.2916666667 11.5833333333 -2.25 -2.0 -0.666666666667 -0.5 0.416666666667 0.833333333333 70.0565124216
11.2916666667 11.5833333333 -2.25 -2.0 -0.666666666667 -0.5 0.833333333333 1.25 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -0.666666666667 -0.5 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -0.666666666667 -0.5 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.25 -2.0 -0.666666666667 -0.5 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -2.5 -2.33333333333 -2.5 -2.08333333333 73.3867025839
11.2916666667 11.5833333333 -2.0 -1.75 -2.5 -2.33333333333 -2.08333333333 -1.66666666667 84.1887913195
11.2916666667 11.5833333333 -2.0 -1.75 -2.5 -2.33333333333 -1.66666666667 -1.25 89.2521208374
11.2916666667 11.5833333333 -2.0 -1.75 -2.5 -2.33333333333 -1.25 -0.833333333333 89.0232273802
11.2916666667 11.5833333333 -2.0 -1.75 -2.5 -2.33333333333 -0.833333333333 -0.416666666667 85.3527793005
11.2916666667 11.5833333333 -2.0 -1.75 -2.5 -2.33333333333 -0.416666666667 0.0 76.0914769367
11.2916666667 11.5833333333 -2.0 -1.75 -2.5 -2.33333333333 0.0 0.416666666667 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -2.5 -2.33333333333 0.416666666667 0.833333333333 59.2554465028
11.2916666667 11.5833333333 -2.0 -1.75 -2.5 -2.33333333333 0.833333333333 1.25 51.4620159322
11.2916666667 11.5833333333 -2.0 -1.75 -2.5 -2.33333333333 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -2.5 -2.33333333333 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -2.5 -2.33333333333 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -2.33333333333 -2.16666666667 -2.5 -2.08333333333 111.620131625
11.2916666667 11.5833333333 -2.0 -1.75 -2.33333333333 -2.16666666667 -2.08333333333 -1.66666666667 88.7211441814
11.2916666667 11.5833333333 -2.0 -1.75 -2.33333333333 -2.16666666667 -1.66666666667 -1.25 91.9785850834
11.2916666667 11.5833333333 -2.0 -1.75 -2.33333333333 -2.16666666667 -1.25 -0.833333333333 83.4884143492
11.2916666667 11.5833333333 -2.0 -1.75 -2.33333333333 -2.16666666667 -0.833333333333 -0.416666666667 78.453739716
11.2916666667 11.5833333333 -2.0 -1.75 -2.33333333333 -2.16666666667 -0.416666666667 0.0 71.0425297263
11.2916666667 11.5833333333 -2.0 -1.75 -2.33333333333 -2.16666666667 0.0 0.416666666667 65.9445061984
11.2916666667 11.5833333333 -2.0 -1.75 -2.33333333333 -2.16666666667 0.416666666667 0.833333333333 66.6787564093
11.2916666667 11.5833333333 -2.0 -1.75 -2.33333333333 -2.16666666667 0.833333333333 1.25 47.5471724665
11.2916666667 11.5833333333 -2.0 -1.75 -2.33333333333 -2.16666666667 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -2.33333333333 -2.16666666667 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -2.33333333333 -2.16666666667 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -2.16666666667 -2.0 -2.5 -2.08333333333 61.7527982753
11.2916666667 11.5833333333 -2.0 -1.75 -2.16666666667 -2.0 -2.08333333333 -1.66666666667 82.4016149824
11.2916666667 11.5833333333 -2.0 -1.75 -2.16666666667 -2.0 -1.66666666667 -1.25 85.7718475412
11.2916666667 11.5833333333 -2.0 -1.75 -2.16666666667 -2.0 -1.25 -0.833333333333 81.9297956016
11.2916666667 11.5833333333 -2.0 -1.75 -2.16666666667 -2.0 -0.833333333333 -0.416666666667 79.7162179568
11.2916666667 11.5833333333 -2.0 -1.75 -2.16666666667 -2.0 -0.416666666667 0.0 73.3787636279
11.2916666667 11.5833333333 -2.0 -1.75 -2.16666666667 -2.0 0.0 0.416666666667 69.0593502852
11.2916666667 11.5833333333 -2.0 -1.75 -2.16666666667 -2.0 0.416666666667 0.833333333333 68.7147828167
11.2916666667 11.5833333333 -2.0 -1.75 -2.16666666667 -2.0 0.833333333333 1.25 32.6819465412
11.2916666667 11.5833333333 -2.0 -1.75 -2.16666666667 -2.0 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -2.16666666667 -2.0 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -2.16666666667 -2.0 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -2.0 -1.83333333333 -2.5 -2.08333333333 81.5823553137
11.2916666667 11.5833333333 -2.0 -1.75 -2.0 -1.83333333333 -2.08333333333 -1.66666666667 97.6343729334
11.2916666667 11.5833333333 -2.0 -1.75 -2.0 -1.83333333333 -1.66666666667 -1.25 85.6588109289
11.2916666667 11.5833333333 -2.0 -1.75 -2.0 -1.83333333333 -1.25 -0.833333333333 86.4435390082
11.2916666667 11.5833333333 -2.0 -1.75 -2.0 -1.83333333333 -0.833333333333 -0.416666666667 83.9860153861
11.2916666667 11.5833333333 -2.0 -1.75 -2.0 -1.83333333333 -0.416666666667 0.0 78.1345048284
11.2916666667 11.5833333333 -2.0 -1.75 -2.0 -1.83333333333 0.0 0.416666666667 74.671938528
11.2916666667 11.5833333333 -2.0 -1.75 -2.0 -1.83333333333 0.416666666667 0.833333333333 74.516778125
11.2916666667 11.5833333333 -2.0 -1.75 -2.0 -1.83333333333 0.833333333333 1.25 137.040972721
11.2916666667 11.5833333333 -2.0 -1.75 -2.0 -1.83333333333 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -2.0 -1.83333333333 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -2.0 -1.83333333333 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -1.83333333333 -1.66666666667 -2.5 -2.08333333333 111.124099012
11.2916666667 11.5833333333 -2.0 -1.75 -1.83333333333 -1.66666666667 -2.08333333333 -1.66666666667 82.6038243396
11.2916666667 11.5833333333 -2.0 -1.75 -1.83333333333 -1.66666666667 -1.66666666667 -1.25 87.2761705663
11.2916666667 11.5833333333 -2.0 -1.75 -1.83333333333 -1.66666666667 -1.25 -0.833333333333 88.9170318223
11.2916666667 11.5833333333 -2.0 -1.75 -1.83333333333 -1.66666666667 -0.833333333333 -0.416666666667 85.6174386893
11.2916666667 11.5833333333 -2.0 -1.75 -1.83333333333 -1.66666666667 -0.416666666667 0.0 80.1731623196
11.2916666667 11.5833333333 -2.0 -1.75 -1.83333333333 -1.66666666667 0.0 0.416666666667 76.4086915241
11.2916666667 11.5833333333 -2.0 -1.75 -1.83333333333 -1.66666666667 0.416666666667 0.833333333333 78.3760832313
11.2916666667 11.5833333333 -2.0 -1.75 -1.83333333333 -1.66666666667 0.833333333333 1.25 54.4297404304
11.2916666667 11.5833333333 -2.0 -1.75 -1.83333333333 -1.66666666667 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -1.83333333333 -1.66666666667 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -1.83333333333 -1.66666666667 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -1.66666666667 -1.5 -2.5 -2.08333333333 102.289174239
11.2916666667 11.5833333333 -2.0 -1.75 -1.66666666667 -1.5 -2.08333333333 -1.66666666667 88.8070058029
11.2916666667 11.5833333333 -2.0 -1.75 -1.66666666667 -1.5 -1.66666666667 -1.25 84.2915561494
11.2916666667 11.5833333333 -2.0 -1.75 -1.66666666667 -1.5 -1.25 -0.833333333333 87.1577483236
11.2916666667 11.5833333333 -2.0 -1.75 -1.66666666667 -1.5 -0.833333333333 -0.416666666667 84.3149684736
11.2916666667 11.5833333333 -2.0 -1.75 -1.66666666667 -1.5 -0.416666666667 0.0 78.4534454015
11.2916666667 11.5833333333 -2.0 -1.75 -1.66666666667 -1.5 0.0 0.416666666667 74.1698457223
11.2916666667 11.5833333333 -2.0 -1.75 -1.66666666667 -1.5 0.416666666667 0.833333333333 79.5202890684
11.2916666667 11.5833333333 -2.0 -1.75 -1.66666666667 -1.5 0.833333333333 1.25 127.690426883
11.2916666667 11.5833333333 -2.0 -1.75 -1.66666666667 -1.5 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -1.66666666667 -1.5 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -1.66666666667 -1.5 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -1.5 -1.33333333333 -2.5 -2.08333333333 89.8812503567
11.2916666667 11.5833333333 -2.0 -1.75 -1.5 -1.33333333333 -2.08333333333 -1.66666666667 90.1308060667
11.2916666667 11.5833333333 -2.0 -1.75 -1.5 -1.33333333333 -1.66666666667 -1.25 87.2495886821
11.2916666667 11.5833333333 -2.0 -1.75 -1.5 -1.33333333333 -1.25 -0.833333333333 85.6805612666
11.2916666667 11.5833333333 -2.0 -1.75 -1.5 -1.33333333333 -0.833333333333 -0.416666666667 82.4213620129
11.2916666667 11.5833333333 -2.0 -1.75 -1.5 -1.33333333333 -0.416666666667 0.0 77.1009100771
11.2916666667 11.5833333333 -2.0 -1.75 -1.5 -1.33333333333 0.0 0.416666666667 73.4158063091
11.2916666667 11.5833333333 -2.0 -1.75 -1.5 -1.33333333333 0.416666666667 0.833333333333 80.459072427
11.2916666667 11.5833333333 -2.0 -1.75 -1.5 -1.33333333333 0.833333333333 1.25 116.730620377
11.2916666667 11.5833333333 -2.0 -1.75 -1.5 -1.33333333333 1.25 1.66666666667 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -1.5 -1.33333333333 1.66666666667 2.08333333333 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -1.5 -1.33333333333 2.08333333333 2.5 -99.0
11.2916666667 11.5833333333 -2.0 -1.75 -1.33333333333 -1.16666666667 -2.5 -2.08333333333 78.6850420236
11.2916666667 11.5833333333 -2.0 -1.75 -1.33333333333 -1.16666666667 -2.08333333333 -1.66666666667 74.5002114205
11.2916666667 11.5833333333 -2.0 -1.75 -1.33333333333 -1.16666666667 -1.66666666667 -1.25 83.779003135
11.2916666667 11.5833333333 -2.0 -1.75 -1.33333333333 -1.16666666667 -1.25 -0.833333333333 83.9571440507
11.2916666667 11.5833333333 -2.0 -1.75 -1.33333333333 -1.16666666667 -0.833333333333 -0.416666666667 80.9958940088
11.2916666667 11.5833333333 -2.0 -1.75 -1.33333333333 -1.16666666667 -0.416666666667 0.0 76.5962906317
