#(1) log(M_min) log of the minimum halo mass of the selection in logscale (in units of Msol/h)
#(2) log(M_max) log of the maximum halo mass of the selection in logscale (in units of Msol/h)
#(3) log(dM_min) log of the minimum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(4) log(dM_max) log of the maximum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(5) log(dz_min) log of the minimum change of redshift of the selection in logscale (calculated as z1-z2)
#(6) log(dz_max) log of the maximum change of redshift of the selection in logscale (calculated as z1-z2)
#(7) log(j_min) log of the minimum specific angular momentum of the selection in logscale (in physical units, Mpc/h * km/s)
#(8) log(j_max) log of the maximum specific angular momentum of the selection in logscale (in physical units, Mpc/h * km/s)
#(9) Angle
#log(M_min)	log(M_max)	log(dM_min)	log(dM_max)	log(dz_min)	log(dz_max)	log(j_min)	log(j_max)	Angle
11.5833333333 11.875 -1.25 -1.0 -1.66666666667 -1.5 0.416666666667 0.833333333333 4.24853144263
11.5833333333 11.875 -1.25 -1.0 -1.66666666667 -1.5 0.833333333333 1.25 2.10126799786
11.5833333333 11.875 -1.25 -1.0 -1.66666666667 -1.5 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.25 -1.0 -1.66666666667 -1.5 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.25 -1.0 -1.66666666667 -1.5 2.08333333333 2.5 -99.0
11.5833333333 11.875 -1.25 -1.0 -1.5 -1.33333333333 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -1.25 -1.0 -1.5 -1.33333333333 -2.08333333333 -1.66666666667 99.0563098864
11.5833333333 11.875 -1.25 -1.0 -1.5 -1.33333333333 -1.66666666667 -1.25 85.3628327419
11.5833333333 11.875 -1.25 -1.0 -1.5 -1.33333333333 -1.25 -0.833333333333 58.3139182218
11.5833333333 11.875 -1.25 -1.0 -1.5 -1.33333333333 -0.833333333333 -0.416666666667 34.5771354832
11.5833333333 11.875 -1.25 -1.0 -1.5 -1.33333333333 -0.416666666667 0.0 18.5757042146
11.5833333333 11.875 -1.25 -1.0 -1.5 -1.33333333333 0.0 0.416666666667 10.0229788891
11.5833333333 11.875 -1.25 -1.0 -1.5 -1.33333333333 0.416666666667 0.833333333333 4.32861826876
11.5833333333 11.875 -1.25 -1.0 -1.5 -1.33333333333 0.833333333333 1.25 2.46444399804
11.5833333333 11.875 -1.25 -1.0 -1.5 -1.33333333333 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.25 -1.0 -1.5 -1.33333333333 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.25 -1.0 -1.5 -1.33333333333 2.08333333333 2.5 -99.0
11.5833333333 11.875 -1.25 -1.0 -1.33333333333 -1.16666666667 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -1.25 -1.0 -1.33333333333 -1.16666666667 -2.08333333333 -1.66666666667 116.72513496
11.5833333333 11.875 -1.25 -1.0 -1.33333333333 -1.16666666667 -1.66666666667 -1.25 72.607817938
11.5833333333 11.875 -1.25 -1.0 -1.33333333333 -1.16666666667 -1.25 -0.833333333333 60.6702637951
11.5833333333 11.875 -1.25 -1.0 -1.33333333333 -1.16666666667 -0.833333333333 -0.416666666667 33.02869106
11.5833333333 11.875 -1.25 -1.0 -1.33333333333 -1.16666666667 -0.416666666667 0.0 17.3805720582
11.5833333333 11.875 -1.25 -1.0 -1.33333333333 -1.16666666667 0.0 0.416666666667 9.42632984553
11.5833333333 11.875 -1.25 -1.0 -1.33333333333 -1.16666666667 0.416666666667 0.833333333333 4.5871256027
11.5833333333 11.875 -1.25 -1.0 -1.33333333333 -1.16666666667 0.833333333333 1.25 2.79394557336
11.5833333333 11.875 -1.25 -1.0 -1.33333333333 -1.16666666667 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.25 -1.0 -1.33333333333 -1.16666666667 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.25 -1.0 -1.33333333333 -1.16666666667 2.08333333333 2.5 -99.0
11.5833333333 11.875 -1.25 -1.0 -1.16666666667 -1.0 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -1.25 -1.0 -1.16666666667 -1.0 -2.08333333333 -1.66666666667 99.3689251065
11.5833333333 11.875 -1.25 -1.0 -1.16666666667 -1.0 -1.66666666667 -1.25 81.6422280597
11.5833333333 11.875 -1.25 -1.0 -1.16666666667 -1.0 -1.25 -0.833333333333 55.785749102
11.5833333333 11.875 -1.25 -1.0 -1.16666666667 -1.0 -0.833333333333 -0.416666666667 29.868128174
11.5833333333 11.875 -1.25 -1.0 -1.16666666667 -1.0 -0.416666666667 0.0 15.7612200345
11.5833333333 11.875 -1.25 -1.0 -1.16666666667 -1.0 0.0 0.416666666667 9.33909807191
11.5833333333 11.875 -1.25 -1.0 -1.16666666667 -1.0 0.416666666667 0.833333333333 5.21555893998
11.5833333333 11.875 -1.25 -1.0 -1.16666666667 -1.0 0.833333333333 1.25 3.46736382848
11.5833333333 11.875 -1.25 -1.0 -1.16666666667 -1.0 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.25 -1.0 -1.16666666667 -1.0 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.25 -1.0 -1.16666666667 -1.0 2.08333333333 2.5 -99.0
11.5833333333 11.875 -1.25 -1.0 -1.0 -0.833333333333 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -1.25 -1.0 -1.0 -0.833333333333 -2.08333333333 -1.66666666667 68.2156162956
11.5833333333 11.875 -1.25 -1.0 -1.0 -0.833333333333 -1.66666666667 -1.25 81.8567901377
11.5833333333 11.875 -1.25 -1.0 -1.0 -0.833333333333 -1.25 -0.833333333333 50.7897490108
11.5833333333 11.875 -1.25 -1.0 -1.0 -0.833333333333 -0.833333333333 -0.416666666667 27.7480700407
11.5833333333 11.875 -1.25 -1.0 -1.0 -0.833333333333 -0.416666666667 0.0 14.9148777239
11.5833333333 11.875 -1.25 -1.0 -1.0 -0.833333333333 0.0 0.416666666667 9.58933714357
11.5833333333 11.875 -1.25 -1.0 -1.0 -0.833333333333 0.416666666667 0.833333333333 6.12896627733
11.5833333333 11.875 -1.25 -1.0 -1.0 -0.833333333333 0.833333333333 1.25 4.67970401008
11.5833333333 11.875 -1.25 -1.0 -1.0 -0.833333333333 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.25 -1.0 -1.0 -0.833333333333 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.25 -1.0 -1.0 -0.833333333333 2.08333333333 2.5 -99.0
11.5833333333 11.875 -1.25 -1.0 -0.833333333333 -0.666666666667 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -1.25 -1.0 -0.833333333333 -0.666666666667 -2.08333333333 -1.66666666667 78.5992900885
11.5833333333 11.875 -1.25 -1.0 -0.833333333333 -0.666666666667 -1.66666666667 -1.25 72.4686733433
11.5833333333 11.875 -1.25 -1.0 -0.833333333333 -0.666666666667 -1.25 -0.833333333333 52.6842048845
11.5833333333 11.875 -1.25 -1.0 -0.833333333333 -0.666666666667 -0.833333333333 -0.416666666667 28.3406582672
11.5833333333 11.875 -1.25 -1.0 -0.833333333333 -0.666666666667 -0.416666666667 0.0 15.7025919527
11.5833333333 11.875 -1.25 -1.0 -0.833333333333 -0.666666666667 0.0 0.416666666667 10.8001435949
11.5833333333 11.875 -1.25 -1.0 -0.833333333333 -0.666666666667 0.416666666667 0.833333333333 7.39723108275
11.5833333333 11.875 -1.25 -1.0 -0.833333333333 -0.666666666667 0.833333333333 1.25 16.8205612705
11.5833333333 11.875 -1.25 -1.0 -0.833333333333 -0.666666666667 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.25 -1.0 -0.833333333333 -0.666666666667 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.25 -1.0 -0.833333333333 -0.666666666667 2.08333333333 2.5 -99.0
11.5833333333 11.875 -1.25 -1.0 -0.666666666667 -0.5 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -1.25 -1.0 -0.666666666667 -0.5 -2.08333333333 -1.66666666667 -99.0
11.5833333333 11.875 -1.25 -1.0 -0.666666666667 -0.5 -1.66666666667 -1.25 62.4740462177
11.5833333333 11.875 -1.25 -1.0 -0.666666666667 -0.5 -1.25 -0.833333333333 63.4591074212
11.5833333333 11.875 -1.25 -1.0 -0.666666666667 -0.5 -0.833333333333 -0.416666666667 34.9279734288
11.5833333333 11.875 -1.25 -1.0 -0.666666666667 -0.5 -0.416666666667 0.0 19.4131014047
11.5833333333 11.875 -1.25 -1.0 -0.666666666667 -0.5 0.0 0.416666666667 13.2677192074
11.5833333333 11.875 -1.25 -1.0 -0.666666666667 -0.5 0.416666666667 0.833333333333 10.9033357782
11.5833333333 11.875 -1.25 -1.0 -0.666666666667 -0.5 0.833333333333 1.25 6.33541382138
11.5833333333 11.875 -1.25 -1.0 -0.666666666667 -0.5 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.25 -1.0 -0.666666666667 -0.5 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.25 -1.0 -0.666666666667 -0.5 2.08333333333 2.5 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.5 -2.33333333333 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.5 -2.33333333333 -2.08333333333 -1.66666666667 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.5 -2.33333333333 -1.66666666667 -1.25 58.5058658492
11.5833333333 11.875 -1.0 -0.75 -2.5 -2.33333333333 -1.25 -0.833333333333 49.6255627092
11.5833333333 11.875 -1.0 -0.75 -2.5 -2.33333333333 -0.833333333333 -0.416666666667 30.6874900588
11.5833333333 11.875 -1.0 -0.75 -2.5 -2.33333333333 -0.416666666667 0.0 14.604112854
11.5833333333 11.875 -1.0 -0.75 -2.5 -2.33333333333 0.0 0.416666666667 8.47544294354
11.5833333333 11.875 -1.0 -0.75 -2.5 -2.33333333333 0.416666666667 0.833333333333 5.31914856847
11.5833333333 11.875 -1.0 -0.75 -2.5 -2.33333333333 0.833333333333 1.25 4.15579082346
11.5833333333 11.875 -1.0 -0.75 -2.5 -2.33333333333 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.5 -2.33333333333 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.5 -2.33333333333 2.08333333333 2.5 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.33333333333 -2.16666666667 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.33333333333 -2.16666666667 -2.08333333333 -1.66666666667 99.2993763378
11.5833333333 11.875 -1.0 -0.75 -2.33333333333 -2.16666666667 -1.66666666667 -1.25 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.33333333333 -2.16666666667 -1.25 -0.833333333333 49.1436632529
11.5833333333 11.875 -1.0 -0.75 -2.33333333333 -2.16666666667 -0.833333333333 -0.416666666667 31.030676243
11.5833333333 11.875 -1.0 -0.75 -2.33333333333 -2.16666666667 -0.416666666667 0.0 16.0078190071
11.5833333333 11.875 -1.0 -0.75 -2.33333333333 -2.16666666667 0.0 0.416666666667 9.91095548116
11.5833333333 11.875 -1.0 -0.75 -2.33333333333 -2.16666666667 0.416666666667 0.833333333333 7.09007760059
11.5833333333 11.875 -1.0 -0.75 -2.33333333333 -2.16666666667 0.833333333333 1.25 5.49615048541
11.5833333333 11.875 -1.0 -0.75 -2.33333333333 -2.16666666667 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.33333333333 -2.16666666667 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.33333333333 -2.16666666667 2.08333333333 2.5 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.16666666667 -2.0 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.16666666667 -2.0 -2.08333333333 -1.66666666667 73.483700858
11.5833333333 11.875 -1.0 -0.75 -2.16666666667 -2.0 -1.66666666667 -1.25 72.9609203673
11.5833333333 11.875 -1.0 -0.75 -2.16666666667 -2.0 -1.25 -0.833333333333 56.3137263867
11.5833333333 11.875 -1.0 -0.75 -2.16666666667 -2.0 -0.833333333333 -0.416666666667 34.7078913409
11.5833333333 11.875 -1.0 -0.75 -2.16666666667 -2.0 -0.416666666667 0.0 17.2011335808
11.5833333333 11.875 -1.0 -0.75 -2.16666666667 -2.0 0.0 0.416666666667 11.2469218394
11.5833333333 11.875 -1.0 -0.75 -2.16666666667 -2.0 0.416666666667 0.833333333333 6.57050353496
11.5833333333 11.875 -1.0 -0.75 -2.16666666667 -2.0 0.833333333333 1.25 3.80883673321
11.5833333333 11.875 -1.0 -0.75 -2.16666666667 -2.0 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.16666666667 -2.0 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.16666666667 -2.0 2.08333333333 2.5 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.0 -1.83333333333 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.0 -1.83333333333 -2.08333333333 -1.66666666667 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.0 -1.83333333333 -1.66666666667 -1.25 104.230229897
11.5833333333 11.875 -1.0 -0.75 -2.0 -1.83333333333 -1.25 -0.833333333333 58.1234828265
11.5833333333 11.875 -1.0 -0.75 -2.0 -1.83333333333 -0.833333333333 -0.416666666667 35.944962392
11.5833333333 11.875 -1.0 -0.75 -2.0 -1.83333333333 -0.416666666667 0.0 18.8449358775
11.5833333333 11.875 -1.0 -0.75 -2.0 -1.83333333333 0.0 0.416666666667 12.3367059009
11.5833333333 11.875 -1.0 -0.75 -2.0 -1.83333333333 0.416666666667 0.833333333333 7.0092224975
11.5833333333 11.875 -1.0 -0.75 -2.0 -1.83333333333 0.833333333333 1.25 3.70313584994
11.5833333333 11.875 -1.0 -0.75 -2.0 -1.83333333333 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.0 -1.83333333333 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -2.0 -1.83333333333 2.08333333333 2.5 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.83333333333 -1.66666666667 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.83333333333 -1.66666666667 -2.08333333333 -1.66666666667 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.83333333333 -1.66666666667 -1.66666666667 -1.25 101.844528451
11.5833333333 11.875 -1.0 -0.75 -1.83333333333 -1.66666666667 -1.25 -0.833333333333 61.4211587326
11.5833333333 11.875 -1.0 -0.75 -1.83333333333 -1.66666666667 -0.833333333333 -0.416666666667 37.4917604964
11.5833333333 11.875 -1.0 -0.75 -1.83333333333 -1.66666666667 -0.416666666667 0.0 21.4459191775
11.5833333333 11.875 -1.0 -0.75 -1.83333333333 -1.66666666667 0.0 0.416666666667 14.1596272477
11.5833333333 11.875 -1.0 -0.75 -1.83333333333 -1.66666666667 0.416666666667 0.833333333333 7.30928526913
11.5833333333 11.875 -1.0 -0.75 -1.83333333333 -1.66666666667 0.833333333333 1.25 3.87227259171
11.5833333333 11.875 -1.0 -0.75 -1.83333333333 -1.66666666667 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.83333333333 -1.66666666667 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.83333333333 -1.66666666667 2.08333333333 2.5 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.66666666667 -1.5 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.66666666667 -1.5 -2.08333333333 -1.66666666667 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.66666666667 -1.5 -1.66666666667 -1.25 95.4770956668
11.5833333333 11.875 -1.0 -0.75 -1.66666666667 -1.5 -1.25 -0.833333333333 65.4441003293
11.5833333333 11.875 -1.0 -0.75 -1.66666666667 -1.5 -0.833333333333 -0.416666666667 40.0368437834
11.5833333333 11.875 -1.0 -0.75 -1.66666666667 -1.5 -0.416666666667 0.0 24.0975992928
11.5833333333 11.875 -1.0 -0.75 -1.66666666667 -1.5 0.0 0.416666666667 15.7507248543
11.5833333333 11.875 -1.0 -0.75 -1.66666666667 -1.5 0.416666666667 0.833333333333 7.99511099739
11.5833333333 11.875 -1.0 -0.75 -1.66666666667 -1.5 0.833333333333 1.25 4.0276600317
11.5833333333 11.875 -1.0 -0.75 -1.66666666667 -1.5 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.66666666667 -1.5 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.66666666667 -1.5 2.08333333333 2.5 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.5 -1.33333333333 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.5 -1.33333333333 -2.08333333333 -1.66666666667 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.5 -1.33333333333 -1.66666666667 -1.25 85.8073937591
11.5833333333 11.875 -1.0 -0.75 -1.5 -1.33333333333 -1.25 -0.833333333333 65.0751760038
11.5833333333 11.875 -1.0 -0.75 -1.5 -1.33333333333 -0.833333333333 -0.416666666667 42.5256470513
11.5833333333 11.875 -1.0 -0.75 -1.5 -1.33333333333 -0.416666666667 0.0 26.9056156664
11.5833333333 11.875 -1.0 -0.75 -1.5 -1.33333333333 0.0 0.416666666667 16.8859369387
11.5833333333 11.875 -1.0 -0.75 -1.5 -1.33333333333 0.416666666667 0.833333333333 7.84860896524
11.5833333333 11.875 -1.0 -0.75 -1.5 -1.33333333333 0.833333333333 1.25 3.72542229896
11.5833333333 11.875 -1.0 -0.75 -1.5 -1.33333333333 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.5 -1.33333333333 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.5 -1.33333333333 2.08333333333 2.5 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.33333333333 -1.16666666667 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.33333333333 -1.16666666667 -2.08333333333 -1.66666666667 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.33333333333 -1.16666666667 -1.66666666667 -1.25 81.1683975314
11.5833333333 11.875 -1.0 -0.75 -1.33333333333 -1.16666666667 -1.25 -0.833333333333 70.0027412682
11.5833333333 11.875 -1.0 -0.75 -1.33333333333 -1.16666666667 -0.833333333333 -0.416666666667 46.3214613638
11.5833333333 11.875 -1.0 -0.75 -1.33333333333 -1.16666666667 -0.416666666667 0.0 28.7210338685
11.5833333333 11.875 -1.0 -0.75 -1.33333333333 -1.16666666667 0.0 0.416666666667 16.8556504132
11.5833333333 11.875 -1.0 -0.75 -1.33333333333 -1.16666666667 0.416666666667 0.833333333333 7.34019814273
11.5833333333 11.875 -1.0 -0.75 -1.33333333333 -1.16666666667 0.833333333333 1.25 3.72463146554
11.5833333333 11.875 -1.0 -0.75 -1.33333333333 -1.16666666667 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.33333333333 -1.16666666667 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.33333333333 -1.16666666667 2.08333333333 2.5 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.16666666667 -1.0 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.16666666667 -1.0 -2.08333333333 -1.66666666667 105.337932619
11.5833333333 11.875 -1.0 -0.75 -1.16666666667 -1.0 -1.66666666667 -1.25 102.250568915
11.5833333333 11.875 -1.0 -0.75 -1.16666666667 -1.0 -1.25 -0.833333333333 69.4409643333
11.5833333333 11.875 -1.0 -0.75 -1.16666666667 -1.0 -0.833333333333 -0.416666666667 47.7456761698
11.5833333333 11.875 -1.0 -0.75 -1.16666666667 -1.0 -0.416666666667 0.0 28.5537228136
11.5833333333 11.875 -1.0 -0.75 -1.16666666667 -1.0 0.0 0.416666666667 16.8152719912
11.5833333333 11.875 -1.0 -0.75 -1.16666666667 -1.0 0.416666666667 0.833333333333 7.67515966506
11.5833333333 11.875 -1.0 -0.75 -1.16666666667 -1.0 0.833333333333 1.25 4.24769682515
11.5833333333 11.875 -1.0 -0.75 -1.16666666667 -1.0 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.16666666667 -1.0 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.16666666667 -1.0 2.08333333333 2.5 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.0 -0.833333333333 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.0 -0.833333333333 -2.08333333333 -1.66666666667 66.4485246065
11.5833333333 11.875 -1.0 -0.75 -1.0 -0.833333333333 -1.66666666667 -1.25 86.9937904426
11.5833333333 11.875 -1.0 -0.75 -1.0 -0.833333333333 -1.25 -0.833333333333 73.0024709722
11.5833333333 11.875 -1.0 -0.75 -1.0 -0.833333333333 -0.833333333333 -0.416666666667 44.3255708669
11.5833333333 11.875 -1.0 -0.75 -1.0 -0.833333333333 -0.416666666667 0.0 26.6087379159
11.5833333333 11.875 -1.0 -0.75 -1.0 -0.833333333333 0.0 0.416666666667 16.3159563869
11.5833333333 11.875 -1.0 -0.75 -1.0 -0.833333333333 0.416666666667 0.833333333333 8.18587549617
11.5833333333 11.875 -1.0 -0.75 -1.0 -0.833333333333 0.833333333333 1.25 5.27459168258
11.5833333333 11.875 -1.0 -0.75 -1.0 -0.833333333333 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.0 -0.833333333333 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -1.0 -0.833333333333 2.08333333333 2.5 -99.0
11.5833333333 11.875 -1.0 -0.75 -0.833333333333 -0.666666666667 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -0.833333333333 -0.666666666667 -2.08333333333 -1.66666666667 101.216069377
11.5833333333 11.875 -1.0 -0.75 -0.833333333333 -0.666666666667 -1.66666666667 -1.25 69.1983185338
11.5833333333 11.875 -1.0 -0.75 -0.833333333333 -0.666666666667 -1.25 -0.833333333333 67.3361673094
11.5833333333 11.875 -1.0 -0.75 -0.833333333333 -0.666666666667 -0.833333333333 -0.416666666667 40.6521474174
11.5833333333 11.875 -1.0 -0.75 -0.833333333333 -0.666666666667 -0.416666666667 0.0 24.4805158642
11.5833333333 11.875 -1.0 -0.75 -0.833333333333 -0.666666666667 0.0 0.416666666667 15.8293998127
11.5833333333 11.875 -1.0 -0.75 -0.833333333333 -0.666666666667 0.416666666667 0.833333333333 8.89963583835
11.5833333333 11.875 -1.0 -0.75 -0.833333333333 -0.666666666667 0.833333333333 1.25 38.5619816377
11.5833333333 11.875 -1.0 -0.75 -0.833333333333 -0.666666666667 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.0 -0.75 -0.833333333333 -0.666666666667 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -0.833333333333 -0.666666666667 2.08333333333 2.5 -99.0
11.5833333333 11.875 -1.0 -0.75 -0.666666666667 -0.5 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -0.666666666667 -0.5 -2.08333333333 -1.66666666667 68.5195346097
11.5833333333 11.875 -1.0 -0.75 -0.666666666667 -0.5 -1.66666666667 -1.25 76.4015534658
11.5833333333 11.875 -1.0 -0.75 -0.666666666667 -0.5 -1.25 -0.833333333333 71.7775997484
11.5833333333 11.875 -1.0 -0.75 -0.666666666667 -0.5 -0.833333333333 -0.416666666667 40.0292672186
11.5833333333 11.875 -1.0 -0.75 -0.666666666667 -0.5 -0.416666666667 0.0 24.79814704
11.5833333333 11.875 -1.0 -0.75 -0.666666666667 -0.5 0.0 0.416666666667 17.4223029812
11.5833333333 11.875 -1.0 -0.75 -0.666666666667 -0.5 0.416666666667 0.833333333333 12.4294879452
11.5833333333 11.875 -1.0 -0.75 -0.666666666667 -0.5 0.833333333333 1.25 -99.0
11.5833333333 11.875 -1.0 -0.75 -0.666666666667 -0.5 1.25 1.66666666667 -99.0
11.5833333333 11.875 -1.0 -0.75 -0.666666666667 -0.5 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -1.0 -0.75 -0.666666666667 -0.5 2.08333333333 2.5 -99.0
11.5833333333 11.875 -0.75 -0.5 -2.5 -2.33333333333 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -0.75 -0.5 -2.5 -2.33333333333 -2.08333333333 -1.66666666667 -99.0
11.5833333333 11.875 -0.75 -0.5 -2.5 -2.33333333333 -1.66666666667 -1.25 63.4742885448
11.5833333333 11.875 -0.75 -0.5 -2.5 -2.33333333333 -1.25 -0.833333333333 83.2950653988
11.5833333333 11.875 -0.75 -0.5 -2.5 -2.33333333333 -0.833333333333 -0.416666666667 38.8384283123
11.5833333333 11.875 -0.75 -0.5 -2.5 -2.33333333333 -0.416666666667 0.0 17.7800706494
11.5833333333 11.875 -0.75 -0.5 -2.5 -2.33333333333 0.0 0.416666666667 11.1305481568
11.5833333333 11.875 -0.75 -0.5 -2.5 -2.33333333333 0.416666666667 0.833333333333 12.2999884436
11.5833333333 11.875 -0.75 -0.5 -2.5 -2.33333333333 0.833333333333 1.25 7.73600572787
11.5833333333 11.875 -0.75 -0.5 -2.5 -2.33333333333 1.25 1.66666666667 -99.0
11.5833333333 11.875 -0.75 -0.5 -2.5 -2.33333333333 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -0.75 -0.5 -2.5 -2.33333333333 2.08333333333 2.5 -99.0
11.5833333333 11.875 -0.75 -0.5 -2.33333333333 -2.16666666667 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -0.75 -0.5 -2.33333333333 -2.16666666667 -2.08333333333 -1.66666666667 -99.0
11.5833333333 11.875 -0.75 -0.5 -2.33333333333 -2.16666666667 -1.66666666667 -1.25 49.3954215241
11.5833333333 11.875 -0.75 -0.5 -2.33333333333 -2.16666666667 -1.25 -0.833333333333 57.3168633685
11.5833333333 11.875 -0.75 -0.5 -2.33333333333 -2.16666666667 -0.833333333333 -0.416666666667 40.8398168367
11.5833333333 11.875 -0.75 -0.5 -2.33333333333 -2.16666666667 -0.416666666667 0.0 21.0581335881
11.5833333333 11.875 -0.75 -0.5 -2.33333333333 -2.16666666667 0.0 0.416666666667 12.3986630936
11.5833333333 11.875 -0.75 -0.5 -2.33333333333 -2.16666666667 0.416666666667 0.833333333333 14.3948453754
11.5833333333 11.875 -0.75 -0.5 -2.33333333333 -2.16666666667 0.833333333333 1.25 10.4779185271
11.5833333333 11.875 -0.75 -0.5 -2.33333333333 -2.16666666667 1.25 1.66666666667 -99.0
11.5833333333 11.875 -0.75 -0.5 -2.33333333333 -2.16666666667 1.66666666667 2.08333333333 -99.0
11.5833333333 11.875 -0.75 -0.5 -2.33333333333 -2.16666666667 2.08333333333 2.5 -99.0
11.5833333333 11.875 -0.75 -0.5 -2.16666666667 -2.0 -2.5 -2.08333333333 -99.0
11.5833333333 11.875 -0.75 -0.5 -2.16666666667 -2.0 -2.08333333333 -1.66666666667 -99.0
11.5833333333 11.875 -0.75 -0.5 -2.16666666667 -2.0 -1.66666666667 -1.25 -99.0
11.5833333333 11.875 -0.75 -0.5 -2.16666666667 -2.0 -1.25 -0.833333333333 60.7807174788
11.5833333333 11.875 -0.75 -0.5 -2.16666666667 -2.0 -0.833333333333 -0.416666666667 43.2586081632
