#(1) log(M_min) log of the minimum halo mass of the selection in logscale (in units of Msol/h)
#(2) log(M_max) log of the maximum halo mass of the selection in logscale (in units of Msol/h)
#(3) log(dM_min) log of the minimum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(4) log(dM_max) log of the maximum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(5) log(dz_min) log of the minimum change of redshift of the selection in logscale (calculated as z1-z2)
#(6) log(dz_max) log of the maximum change of redshift of the selection in logscale (calculated as z1-z2)
#(7) log(j_min) log of the minimum specific angular momentum of the selection in logscale (in physical units, Mpc/h * km/s)
#(8) log(j_max) log of the maximum specific angular momentum of the selection in logscale (in physical units, Mpc/h * km/s)
#(9) Angle
#log(M_min)	log(M_max)	log(dM_min)	log(dM_max)	log(dz_min)	log(dz_max)	log(j_min)	log(j_max)	Angle
11.0 11.2916666667 -2.75 -2.5 -2.0 -1.83333333333 0.0 0.416666666667 2.07826614075
11.0 11.2916666667 -2.75 -2.5 -2.0 -1.83333333333 0.416666666667 0.833333333333 1.58427651999
11.0 11.2916666667 -2.75 -2.5 -2.0 -1.83333333333 0.833333333333 1.25 -99.0
11.0 11.2916666667 -2.75 -2.5 -2.0 -1.83333333333 1.25 1.66666666667 -99.0
11.0 11.2916666667 -2.75 -2.5 -2.0 -1.83333333333 1.66666666667 2.08333333333 -99.0
11.0 11.2916666667 -2.75 -2.5 -2.0 -1.83333333333 2.08333333333 2.5 -99.0
11.0 11.2916666667 -2.75 -2.5 -1.83333333333 -1.66666666667 -2.5 -2.08333333333 78.370465084
11.0 11.2916666667 -2.75 -2.5 -1.83333333333 -1.66666666667 -2.08333333333 -1.66666666667 70.9194106139
11.0 11.2916666667 -2.75 -2.5 -1.83333333333 -1.66666666667 -1.66666666667 -1.25 29.237571768
11.0 11.2916666667 -2.75 -2.5 -1.83333333333 -1.66666666667 -1.25 -0.833333333333 12.2380538657
11.0 11.2916666667 -2.75 -2.5 -1.83333333333 -1.66666666667 -0.833333333333 -0.416666666667 5.45818434672
11.0 11.2916666667 -2.75 -2.5 -1.83333333333 -1.66666666667 -0.416666666667 0.0 3.08662440262
11.0 11.2916666667 -2.75 -2.5 -1.83333333333 -1.66666666667 0.0 0.416666666667 2.4148316561
11.0 11.2916666667 -2.75 -2.5 -1.83333333333 -1.66666666667 0.416666666667 0.833333333333 2.13264579054
11.0 11.2916666667 -2.75 -2.5 -1.83333333333 -1.66666666667 0.833333333333 1.25 -99.0
11.0 11.2916666667 -2.75 -2.5 -1.83333333333 -1.66666666667 1.25 1.66666666667 -99.0
11.0 11.2916666667 -2.75 -2.5 -1.83333333333 -1.66666666667 1.66666666667 2.08333333333 -99.0
11.0 11.2916666667 -2.75 -2.5 -1.83333333333 -1.66666666667 2.08333333333 2.5 -99.0
11.0 11.2916666667 -2.75 -2.5 -1.66666666667 -1.5 -2.5 -2.08333333333 54.8645622119
11.0 11.2916666667 -2.75 -2.5 -1.66666666667 -1.5 -2.08333333333 -1.66666666667 64.5080805787
11.0 11.2916666667 -2.75 -2.5 -1.66666666667 -1.5 -1.66666666667 -1.25 32.1962838577
11.0 11.2916666667 -2.75 -2.5 -1.66666666667 -1.5 -1.25 -0.833333333333 14.1284961744
11.0 11.2916666667 -2.75 -2.5 -1.66666666667 -1.5 -0.833333333333 -0.416666666667 6.45891719976
11.0 11.2916666667 -2.75 -2.5 -1.66666666667 -1.5 -0.416666666667 0.0 3.65790324105
