#(1) log(M_min) log of the minimum halo mass of the selection in logscale (in units of Msol/h)
#(2) log(M_max) log of the maximum halo mass of the selection in logscale (in units of Msol/h)
#(3) log(dM_min) log of the minimum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(4) log(dM_max) log of the maximum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(5) log(dz_min) log of the minimum change of redshift of the selection in logscale (calculated as z1-z2)
#(6) log(dz_max) log of the maximum change of redshift of the selection in logscale (calculated as z1-z2)
#(7) Angle
#log(M_min)	log(M_max)	log(dM_min)	log(dM_max)	log(dz_min)	log(dz_max)	Angle
11.0 11.175 -0.45 -0.3 -1.9 -1.8 33.2878439113
11.0 11.175 -0.45 -0.3 -1.8 -1.7 41.4337492162
11.0 11.175 -0.45 -0.3 -1.7 -1.6 40.5995290234
11.0 11.175 -0.45 -0.3 -1.6 -1.5 36.3147931171
11.0 11.175 -0.45 -0.3 -1.5 -1.4 20.3581752154
11.0 11.175 -0.45 -0.3 -1.4 -1.3 49.5427535601
11.0 11.175 -0.45 -0.3 -1.3 -1.2 31.262716803
11.0 11.175 -0.45 -0.3 -1.2 -1.1 33.3913543119
11.0 11.175 -0.45 -0.3 -1.1 -1.0 38.2762047313
11.0 11.175 -0.45 -0.3 -1.0 -0.9 38.4149991688
11.0 11.175 -0.45 -0.3 -0.9 -0.8 28.5737816789
11.0 11.175 -0.45 -0.3 -0.8 -0.7 26.4372545175
11.0 11.175 -0.45 -0.3 -0.7 -0.6 67.0867321885
11.0 11.175 -0.45 -0.3 -0.6 -0.5 25.3748565206
11.0 11.175 -0.3 -0.15 -2.5 -2.4 17.5697554767
11.0 11.175 -0.3 -0.15 -2.4 -2.3 46.3980263401
11.0 11.175 -0.3 -0.15 -2.3 -2.2 28.7894735442
11.0 11.175 -0.3 -0.15 -2.2 -2.1 23.0093216336
11.0 11.175 -0.3 -0.15 -2.1 -2.0 52.8854514444
11.0 11.175 -0.3 -0.15 -2.0 -1.9 17.8498515888
11.0 11.175 -0.3 -0.15 -1.9 -1.8 44.1543996448
11.0 11.175 -0.3 -0.15 -1.8 -1.7 46.7497659795
11.0 11.175 -0.3 -0.15 -1.7 -1.6 36.8529446819
11.0 11.175 -0.3 -0.15 -1.6 -1.5 43.8827422677
11.0 11.175 -0.3 -0.15 -1.5 -1.4 19.6639820349
11.0 11.175 -0.3 -0.15 -1.4 -1.3 48.8647245343
11.0 11.175 -0.3 -0.15 -1.3 -1.2 58.893871928
11.0 11.175 -0.3 -0.15 -1.2 -1.1 50.9061563432
11.0 11.175 -0.3 -0.15 -1.1 -1.0 40.0218350373
11.0 11.175 -0.3 -0.15 -1.0 -0.9 44.1846412008
11.0 11.175 -0.3 -0.15 -0.9 -0.8 40.8417699084
11.0 11.175 -0.3 -0.15 -0.8 -0.7 43.2342372881
11.0 11.175 -0.3 -0.15 -0.7 -0.6 42.4704418496
11.0 11.175 -0.3 -0.15 -0.6 -0.5 46.7196794444
11.0 11.175 -0.15 0.0 -2.5 -2.4 19.0430541951
11.0 11.175 -0.15 0.0 -2.4 -2.3 35.9149368347
11.0 11.175 -0.15 0.0 -2.3 -2.2 18.7271672764
11.0 11.175 -0.15 0.0 -2.2 -2.1 38.0057393348
11.0 11.175 -0.15 0.0 -2.1 -2.0 36.8284605864
11.0 11.175 -0.15 0.0 -2.0 -1.9 20.1135871555
11.0 11.175 -0.15 0.0 -1.9 -1.8 38.3018743611
11.0 11.175 -0.15 0.0 -1.8 -1.7 34.7119902996
11.0 11.175 -0.15 0.0 -1.7 -1.6 31.4627627312
11.0 11.175 -0.15 0.0 -1.6 -1.5 59.8738149883
11.0 11.175 -0.15 0.0 -1.5 -1.4 26.0374099615
11.0 11.175 -0.15 0.0 -1.4 -1.3 55.2916949242
11.0 11.175 -0.15 0.0 -1.3 -1.2 101.49196495
11.0 11.175 -0.15 0.0 -1.2 -1.1 36.4656234775
11.0 11.175 -0.15 0.0 -1.1 -1.0 72.7597516546
11.0 11.175 -0.15 0.0 -1.0 -0.9 42.7284563009
11.0 11.175 -0.15 0.0 -0.9 -0.8 37.294432537
11.0 11.175 -0.15 0.0 -0.8 -0.7 35.7590997804
11.0 11.175 -0.15 0.0 -0.7 -0.6 -99.0
11.0 11.175 -0.15 0.0 -0.6 -0.5 -99.0
11.175 11.35 -3.0 -2.85 -2.5 -2.4 1.87261880912
11.175 11.35 -3.0 -2.85 -2.4 -2.3 2.09746628275
11.175 11.35 -3.0 -2.85 -2.3 -2.2 2.41431529932
11.175 11.35 -3.0 -2.85 -2.2 -2.1 2.594118999
11.175 11.35 -3.0 -2.85 -2.1 -2.0 2.94854239454
11.175 11.35 -3.0 -2.85 -2.0 -1.9 3.29718718218
11.175 11.35 -3.0 -2.85 -1.9 -1.8 3.66485559019
11.175 11.35 -3.0 -2.85 -1.8 -1.7 4.08895828677
11.175 11.35 -3.0 -2.85 -1.7 -1.6 4.55161923635
11.175 11.35 -3.0 -2.85 -1.6 -1.5 5.12289364602
11.175 11.35 -3.0 -2.85 -1.5 -1.4 5.85495084321
11.175 11.35 -3.0 -2.85 -1.4 -1.3 6.55717855545
11.175 11.35 -3.0 -2.85 -1.3 -1.2 7.6307852539
11.175 11.35 -3.0 -2.85 -1.2 -1.1 8.83148776094
11.175 11.35 -3.0 -2.85 -1.1 -1.0 10.3856695844
11.175 11.35 -3.0 -2.85 -1.0 -0.9 12.0059293503
11.175 11.35 -3.0 -2.85 -0.9 -0.8 13.4161728174
11.175 11.35 -3.0 -2.85 -0.8 -0.7 16.2933776474
11.175 11.35 -3.0 -2.85 -0.7 -0.6 17.4389957438
11.175 11.35 -3.0 -2.85 -0.6 -0.5 21.5368847985
11.175 11.35 -2.85 -2.7 -2.5 -2.4 1.89844003816
11.175 11.35 -2.85 -2.7 -2.4 -2.3 2.10218597743
11.175 11.35 -2.85 -2.7 -2.3 -2.2 2.40142014796
11.175 11.35 -2.85 -2.7 -2.2 -2.1 2.59448343668
11.175 11.35 -2.85 -2.7 -2.1 -2.0 2.93977365181
11.175 11.35 -2.85 -2.7 -2.0 -1.9 3.29053480152
11.175 11.35 -2.85 -2.7 -1.9 -1.8 3.65873615215
11.175 11.35 -2.85 -2.7 -1.8 -1.7 4.07243931427
11.175 11.35 -2.85 -2.7 -1.7 -1.6 4.53646546702
11.175 11.35 -2.85 -2.7 -1.6 -1.5 5.10164573904
11.175 11.35 -2.85 -2.7 -1.5 -1.4 5.8453140672
11.175 11.35 -2.85 -2.7 -1.4 -1.3 6.46984587825
11.175 11.35 -2.85 -2.7 -1.3 -1.2 7.52656495904
11.175 11.35 -2.85 -2.7 -1.2 -1.1 8.87450864473
11.175 11.35 -2.85 -2.7 -1.1 -1.0 10.3798784354
11.175 11.35 -2.85 -2.7 -1.0 -0.9 11.8549437024
11.175 11.35 -2.85 -2.7 -0.9 -0.8 13.4664962424
11.175 11.35 -2.85 -2.7 -0.8 -0.7 16.0700106492
11.175 11.35 -2.85 -2.7 -0.7 -0.6 17.5632522
11.175 11.35 -2.85 -2.7 -0.6 -0.5 18.9944294477
11.175 11.35 -2.7 -2.55 -2.5 -2.4 1.96881017104
11.175 11.35 -2.7 -2.55 -2.4 -2.3 2.15423134474
11.175 11.35 -2.7 -2.55 -2.3 -2.2 2.48405530965
11.175 11.35 -2.7 -2.55 -2.2 -2.1 2.6458468184
11.175 11.35 -2.7 -2.55 -2.1 -2.0 2.97124646491
11.175 11.35 -2.7 -2.55 -2.0 -1.9 3.31330052079
11.175 11.35 -2.7 -2.55 -1.9 -1.8 3.67307619774
11.175 11.35 -2.7 -2.55 -1.8 -1.7 4.12093286417
11.175 11.35 -2.7 -2.55 -1.7 -1.6 4.54774226796
11.175 11.35 -2.7 -2.55 -1.6 -1.5 5.10024370929
11.175 11.35 -2.7 -2.55 -1.5 -1.4 5.79383660175
11.175 11.35 -2.7 -2.55 -1.4 -1.3 6.63919676654
11.175 11.35 -2.7 -2.55 -1.3 -1.2 7.64060776153
11.175 11.35 -2.7 -2.55 -1.2 -1.1 8.85507963485
11.175 11.35 -2.7 -2.55 -1.1 -1.0 10.1380289226
11.175 11.35 -2.7 -2.55 -1.0 -0.9 11.6206268741
11.175 11.35 -2.7 -2.55 -0.9 -0.8 14.0750705402
11.175 11.35 -2.7 -2.55 -0.8 -0.7 15.7404168435
11.175 11.35 -2.7 -2.55 -0.7 -0.6 17.7848781449
11.175 11.35 -2.7 -2.55 -0.6 -0.5 19.7021569145
11.175 11.35 -2.55 -2.4 -2.5 -2.4 2.03166989376
11.175 11.35 -2.55 -2.4 -2.4 -2.3 2.20483632362
11.175 11.35 -2.55 -2.4 -2.3 -2.2 2.50034942194
11.175 11.35 -2.55 -2.4 -2.2 -2.1 2.66513410685
11.175 11.35 -2.55 -2.4 -2.1 -2.0 2.9903177425
11.175 11.35 -2.55 -2.4 -2.0 -1.9 3.33399271451
11.175 11.35 -2.55 -2.4 -1.9 -1.8 3.6726105101
11.175 11.35 -2.55 -2.4 -1.8 -1.7 4.11171306927
11.175 11.35 -2.55 -2.4 -1.7 -1.6 4.52994472976
11.175 11.35 -2.55 -2.4 -1.6 -1.5 5.08145425249
11.175 11.35 -2.55 -2.4 -1.5 -1.4 5.78748151514
11.175 11.35 -2.55 -2.4 -1.4 -1.3 6.52037866111
11.175 11.35 -2.55 -2.4 -1.3 -1.2 7.6045288101
11.175 11.35 -2.55 -2.4 -1.2 -1.1 8.79169861563
11.175 11.35 -2.55 -2.4 -1.1 -1.0 10.3561183751
11.175 11.35 -2.55 -2.4 -1.0 -0.9 11.7357936348
11.175 11.35 -2.55 -2.4 -0.9 -0.8 13.1495122643
11.175 11.35 -2.55 -2.4 -0.8 -0.7 15.5661413725
11.175 11.35 -2.55 -2.4 -0.7 -0.6 16.8892766339
11.175 11.35 -2.55 -2.4 -0.6 -0.5 22.3949552224
11.175 11.35 -2.4 -2.25 -2.5 -2.4 2.17739576433
11.175 11.35 -2.4 -2.25 -2.4 -2.3 2.31838839556
11.175 11.35 -2.4 -2.25 -2.3 -2.2 2.60440787597
11.175 11.35 -2.4 -2.25 -2.2 -2.1 2.75269716395
11.175 11.35 -2.4 -2.25 -2.1 -2.0 3.04785381615
11.175 11.35 -2.4 -2.25 -2.0 -1.9 3.35854061264
11.175 11.35 -2.4 -2.25 -1.9 -1.8 3.71324628741
11.175 11.35 -2.4 -2.25 -1.8 -1.7 4.12914252609
11.175 11.35 -2.4 -2.25 -1.7 -1.6 4.561960193
11.175 11.35 -2.4 -2.25 -1.6 -1.5 5.07816365257
11.175 11.35 -2.4 -2.25 -1.5 -1.4 5.73234918992
11.175 11.35 -2.4 -2.25 -1.4 -1.3 6.57353881466
11.175 11.35 -2.4 -2.25 -1.3 -1.2 7.61759260929
11.175 11.35 -2.4 -2.25 -1.2 -1.1 8.77640672825
11.175 11.35 -2.4 -2.25 -1.1 -1.0 10.2026272783
11.175 11.35 -2.4 -2.25 -1.0 -0.9 11.8208332388
11.175 11.35 -2.4 -2.25 -0.9 -0.8 13.6725380789
11.175 11.35 -2.4 -2.25 -0.8 -0.7 15.6605772954
11.175 11.35 -2.4 -2.25 -0.7 -0.6 16.6941181317
11.175 11.35 -2.4 -2.25 -0.6 -0.5 24.0348543638
11.175 11.35 -2.25 -2.1 -2.5 -2.4 2.43494806746
11.175 11.35 -2.25 -2.1 -2.4 -2.3 2.49584448655
11.175 11.35 -2.25 -2.1 -2.3 -2.2 2.81042299912
11.175 11.35 -2.25 -2.1 -2.2 -2.1 2.90377706452
11.175 11.35 -2.25 -2.1 -2.1 -2.0 3.15814542786
11.175 11.35 -2.25 -2.1 -2.0 -1.9 3.45090346934
11.175 11.35 -2.25 -2.1 -1.9 -1.8 3.77912099134
11.175 11.35 -2.25 -2.1 -1.8 -1.7 4.16412068752
11.175 11.35 -2.25 -2.1 -1.7 -1.6 4.57743398928
11.175 11.35 -2.25 -2.1 -1.6 -1.5 5.07640574571
11.175 11.35 -2.25 -2.1 -1.5 -1.4 5.72147346871
11.175 11.35 -2.25 -2.1 -1.4 -1.3 6.49809398161
11.175 11.35 -2.25 -2.1 -1.3 -1.2 7.58061018771
11.175 11.35 -2.25 -2.1 -1.2 -1.1 8.72944421066
11.175 11.35 -2.25 -2.1 -1.1 -1.0 10.1573615905
11.175 11.35 -2.25 -2.1 -1.0 -0.9 11.8654322857
11.175 11.35 -2.25 -2.1 -0.9 -0.8 13.5439694045
11.175 11.35 -2.25 -2.1 -0.8 -0.7 15.7445161308
11.175 11.35 -2.25 -2.1 -0.7 -0.6 17.2007603492
11.175 11.35 -2.25 -2.1 -0.6 -0.5 20.7450786946
11.175 11.35 -2.1 -1.95 -2.5 -2.4 2.86799688789
11.175 11.35 -2.1 -1.95 -2.4 -2.3 2.81843725757
11.175 11.35 -2.1 -1.95 -2.3 -2.2 3.20880036716
11.175 11.35 -2.1 -1.95 -2.2 -2.1 3.20874085911
11.175 11.35 -2.1 -1.95 -2.1 -2.0 3.37930854721
11.175 11.35 -2.1 -1.95 -2.0 -1.9 3.62373279206
11.175 11.35 -2.1 -1.95 -1.9 -1.8 3.90938604037
11.175 11.35 -2.1 -1.95 -1.8 -1.7 4.24878340931
11.175 11.35 -2.1 -1.95 -1.7 -1.6 4.61962838932
11.175 11.35 -2.1 -1.95 -1.6 -1.5 5.06886898426
11.175 11.35 -2.1 -1.95 -1.5 -1.4 5.75209371448
11.175 11.35 -2.1 -1.95 -1.4 -1.3 6.47632980677
11.175 11.35 -2.1 -1.95 -1.3 -1.2 7.49494435466
11.175 11.35 -2.1 -1.95 -1.2 -1.1 8.71849102658
11.175 11.35 -2.1 -1.95 -1.1 -1.0 10.0783211595
11.175 11.35 -2.1 -1.95 -1.0 -0.9 11.6539663377
11.175 11.35 -2.1 -1.95 -0.9 -0.8 13.5944186786
11.175 11.35 -2.1 -1.95 -0.8 -0.7 15.54852629
11.175 11.35 -2.1 -1.95 -0.7 -0.6 17.6765815167
11.175 11.35 -2.1 -1.95 -0.6 -0.5 19.6695441696
11.175 11.35 -1.95 -1.8 -2.5 -2.4 3.53372460329
11.175 11.35 -1.95 -1.8 -2.4 -2.3 3.34430549942
11.175 11.35 -1.95 -1.8 -2.3 -2.2 3.91586579793
11.175 11.35 -1.95 -1.8 -2.2 -2.1 3.78273265366
11.175 11.35 -1.95 -1.8 -2.1 -2.0 3.8308792125
11.175 11.35 -1.95 -1.8 -2.0 -1.9 3.98291872399
11.175 11.35 -1.95 -1.8 -1.9 -1.8 4.23227336777
11.175 11.35 -1.95 -1.8 -1.8 -1.7 4.50487196662
11.175 11.35 -1.95 -1.8 -1.7 -1.6 4.78917789782
11.175 11.35 -1.95 -1.8 -1.6 -1.5 5.19821817119
11.175 11.35 -1.95 -1.8 -1.5 -1.4 5.73525629212
11.175 11.35 -1.95 -1.8 -1.4 -1.3 6.42939580343
11.175 11.35 -1.95 -1.8 -1.3 -1.2 7.41574359902
11.175 11.35 -1.95 -1.8 -1.2 -1.1 8.54521489651
11.175 11.35 -1.95 -1.8 -1.1 -1.0 10.0097251925
11.175 11.35 -1.95 -1.8 -1.0 -0.9 11.7111599687
11.175 11.35 -1.95 -1.8 -0.9 -0.8 13.4889251876
11.175 11.35 -1.95 -1.8 -0.8 -0.7 15.7533671317
11.175 11.35 -1.95 -1.8 -0.7 -0.6 17.1219184635
11.175 11.35 -1.95 -1.8 -0.6 -0.5 19.2550537397
11.175 11.35 -1.8 -1.65 -2.5 -2.4 4.32578436379
11.175 11.35 -1.8 -1.65 -2.4 -2.3 4.03716768902
11.175 11.35 -1.8 -1.65 -2.3 -2.2 4.97024292053
11.175 11.35 -1.8 -1.65 -2.2 -2.1 4.66250304152
11.175 11.35 -1.8 -1.65 -2.1 -2.0 4.62703975083
11.175 11.35 -1.8 -1.65 -2.0 -1.9 4.68392384871
11.175 11.35 -1.8 -1.65 -1.9 -1.8 4.84191946137
11.175 11.35 -1.8 -1.65 -1.8 -1.7 5.0183373041
11.175 11.35 -1.8 -1.65 -1.7 -1.6 5.24035581082
11.175 11.35 -1.8 -1.65 -1.6 -1.5 5.50398220396
11.175 11.35 -1.8 -1.65 -1.5 -1.4 5.94268916246
11.175 11.35 -1.8 -1.65 -1.4 -1.3 6.53323893734
11.175 11.35 -1.8 -1.65 -1.3 -1.2 7.38510123351
11.175 11.35 -1.8 -1.65 -1.2 -1.1 8.48362301636
11.175 11.35 -1.8 -1.65 -1.1 -1.0 9.86653612604
11.175 11.35 -1.8 -1.65 -1.0 -0.9 11.4052612727
11.175 11.35 -1.8 -1.65 -0.9 -0.8 13.2658969626
11.175 11.35 -1.8 -1.65 -0.8 -0.7 15.6585934447
11.175 11.35 -1.8 -1.65 -0.7 -0.6 17.7632469291
11.175 11.35 -1.8 -1.65 -0.6 -0.5 20.3948291212
11.175 11.35 -1.65 -1.5 -2.5 -2.4 5.3943835463
11.175 11.35 -1.65 -1.5 -2.4 -2.3 4.94175807813
11.175 11.35 -1.65 -1.5 -2.3 -2.2 6.26951417415
11.175 11.35 -1.65 -1.5 -2.2 -2.1 5.76177167016
11.175 11.35 -1.65 -1.5 -2.1 -2.0 5.75713416025
11.175 11.35 -1.65 -1.5 -2.0 -1.9 5.75324720662
11.175 11.35 -1.65 -1.5 -1.9 -1.8 5.89684298233
11.175 11.35 -1.65 -1.5 -1.8 -1.7 6.0205873399
11.175 11.35 -1.65 -1.5 -1.7 -1.6 6.12096277332
11.175 11.35 -1.65 -1.5 -1.6 -1.5 6.30612341479
11.175 11.35 -1.65 -1.5 -1.5 -1.4 6.50527511552
11.175 11.35 -1.65 -1.5 -1.4 -1.3 6.9835126202
11.175 11.35 -1.65 -1.5 -1.3 -1.2 7.60054964386
11.175 11.35 -1.65 -1.5 -1.2 -1.1 8.47699311943
11.175 11.35 -1.65 -1.5 -1.1 -1.0 9.67357009151
11.175 11.35 -1.65 -1.5 -1.0 -0.9 11.1857442856
11.175 11.35 -1.65 -1.5 -0.9 -0.8 12.9928196936
11.175 11.35 -1.65 -1.5 -0.8 -0.7 15.362410889
11.175 11.35 -1.65 -1.5 -0.7 -0.6 17.8614814729
11.175 11.35 -1.65 -1.5 -0.6 -0.5 19.6269255315
11.175 11.35 -1.5 -1.35 -2.5 -2.4 6.56639093181
11.175 11.35 -1.5 -1.35 -2.4 -2.3 5.93875871639
11.175 11.35 -1.5 -1.35 -2.3 -2.2 7.33891621404
11.175 11.35 -1.5 -1.35 -2.2 -2.1 7.19189094186
11.175 11.35 -1.5 -1.35 -2.1 -2.0 7.05167509403
11.175 11.35 -1.5 -1.35 -2.0 -1.9 7.07192051109
11.175 11.35 -1.5 -1.35 -1.9 -1.8 7.26399015948
11.175 11.35 -1.5 -1.35 -1.8 -1.7 7.5671846182
11.175 11.35 -1.5 -1.35 -1.7 -1.6 7.60540848589
11.175 11.35 -1.5 -1.35 -1.6 -1.5 7.83753651134
11.175 11.35 -1.5 -1.35 -1.5 -1.4 7.82629554074
11.175 11.35 -1.5 -1.35 -1.4 -1.3 7.96233369706
11.175 11.35 -1.5 -1.35 -1.3 -1.2 8.34425596596
11.175 11.35 -1.5 -1.35 -1.2 -1.1 9.00192477021
11.175 11.35 -1.5 -1.35 -1.1 -1.0 9.90934044467
11.175 11.35 -1.5 -1.35 -1.0 -0.9 11.1604976505
11.175 11.35 -1.5 -1.35 -0.9 -0.8 12.8597950553
11.175 11.35 -1.5 -1.35 -0.8 -0.7 15.122257229
11.175 11.35 -1.5 -1.35 -0.7 -0.6 17.0383141932
11.175 11.35 -1.5 -1.35 -0.6 -0.5 20.7401735995
11.175 11.35 -1.35 -1.2 -2.5 -2.4 8.13465119725
11.175 11.35 -1.35 -1.2 -2.4 -2.3 7.33138350493
11.175 11.35 -1.35 -1.2 -2.3 -2.2 8.85990721374
11.175 11.35 -1.35 -1.2 -2.2 -2.1 8.50218443582
11.175 11.35 -1.35 -1.2 -2.1 -2.0 8.73052189361
11.175 11.35 -1.35 -1.2 -2.0 -1.9 8.76036762123
11.175 11.35 -1.35 -1.2 -1.9 -1.8 9.16832054782
11.175 11.35 -1.35 -1.2 -1.8 -1.7 9.51088027868
11.175 11.35 -1.35 -1.2 -1.7 -1.6 9.69851951968
11.175 11.35 -1.35 -1.2 -1.6 -1.5 10.1933214897
11.175 11.35 -1.35 -1.2 -1.5 -1.4 10.2205844002
11.175 11.35 -1.35 -1.2 -1.4 -1.3 10.0739375691
11.175 11.35 -1.35 -1.2 -1.3 -1.2 10.1216335926
11.175 11.35 -1.35 -1.2 -1.2 -1.1 10.4629050433
11.175 11.35 -1.35 -1.2 -1.1 -1.0 10.9846500375
11.175 11.35 -1.35 -1.2 -1.0 -0.9 11.8134536567
11.175 11.35 -1.35 -1.2 -0.9 -0.8 13.0895156375
11.175 11.35 -1.35 -1.2 -0.8 -0.7 14.9836417788
11.175 11.35 -1.35 -1.2 -0.7 -0.6 17.2827737015
11.175 11.35 -1.35 -1.2 -0.6 -0.5 21.0803214637
11.175 11.35 -1.2 -1.05 -2.5 -2.4 9.984835167
11.175 11.35 -1.2 -1.05 -2.4 -2.3 9.64325901424
11.175 11.35 -1.2 -1.05 -2.3 -2.2 11.1471826732
11.175 11.35 -1.2 -1.05 -2.2 -2.1 10.5325997984
11.175 11.35 -1.2 -1.05 -2.1 -2.0 10.780300361
11.175 11.35 -1.2 -1.05 -2.0 -1.9 10.5322621812
11.175 11.35 -1.2 -1.05 -1.9 -1.8 11.4096294421
11.175 11.35 -1.2 -1.05 -1.8 -1.7 12.0251429242
11.175 11.35 -1.2 -1.05 -1.7 -1.6 12.4575990677
11.175 11.35 -1.2 -1.05 -1.6 -1.5 13.3871937379
11.175 11.35 -1.2 -1.05 -1.5 -1.4 13.6330275215
11.175 11.35 -1.2 -1.05 -1.4 -1.3 13.6457735462
11.175 11.35 -1.2 -1.05 -1.3 -1.2 13.5292380859
11.175 11.35 -1.2 -1.05 -1.2 -1.1 13.8561973329
11.175 11.35 -1.2 -1.05 -1.1 -1.0 13.8609454836
11.175 11.35 -1.2 -1.05 -1.0 -0.9 14.1359933439
11.175 11.35 -1.2 -1.05 -0.9 -0.8 14.7244966886
11.175 11.35 -1.2 -1.05 -0.8 -0.7 16.2128032023
11.175 11.35 -1.2 -1.05 -0.7 -0.6 17.5243171498
11.175 11.35 -1.2 -1.05 -0.6 -0.5 20.5608443317
11.175 11.35 -1.05 -0.9 -2.5 -2.4 12.0015235516
11.175 11.35 -1.05 -0.9 -2.4 -2.3 12.2344014337
11.175 11.35 -1.05 -0.9 -2.3 -2.2 13.7723973619
11.175 11.35 -1.05 -0.9 -2.2 -2.1 13.270127018
11.175 11.35 -1.05 -0.9 -2.1 -2.0 13.1540128301
11.175 11.35 -1.05 -0.9 -2.0 -1.9 13.2502582685
11.175 11.35 -1.05 -0.9 -1.9 -1.8 14.2008087049
11.175 11.35 -1.05 -0.9 -1.8 -1.7 15.0021942511
11.175 11.35 -1.05 -0.9 -1.7 -1.6 15.6959832152
11.175 11.35 -1.05 -0.9 -1.6 -1.5 17.3167788388
11.175 11.35 -1.05 -0.9 -1.5 -1.4 17.8123564215
11.175 11.35 -1.05 -0.9 -1.4 -1.3 17.9541246829
11.175 11.35 -1.05 -0.9 -1.3 -1.2 18.5677645815
11.175 11.35 -1.05 -0.9 -1.2 -1.1 19.4186101969
11.175 11.35 -1.05 -0.9 -1.1 -1.0 19.5342271193
11.175 11.35 -1.05 -0.9 -1.0 -0.9 19.6796727277
11.175 11.35 -1.05 -0.9 -0.9 -0.8 19.3362077465
11.175 11.35 -1.05 -0.9 -0.8 -0.7 19.9336240525
11.175 11.35 -1.05 -0.9 -0.7 -0.6 20.3886949071
11.175 11.35 -1.05 -0.9 -0.6 -0.5 22.1968495462
11.175 11.35 -0.9 -0.75 -2.5 -2.4 15.0777541448
11.175 11.35 -0.9 -0.75 -2.4 -2.3 15.9536957379
11.175 11.35 -0.9 -0.75 -2.3 -2.2 16.3059374122
11.175 11.35 -0.9 -0.75 -2.2 -2.1 15.3029590418
11.175 11.35 -0.9 -0.75 -2.1 -2.0 16.2006004965
11.175 11.35 -0.9 -0.75 -2.0 -1.9 15.7781997588
11.175 11.35 -0.9 -0.75 -1.9 -1.8 17.1099981123
11.175 11.35 -0.9 -0.75 -1.8 -1.7 17.6798378066
11.175 11.35 -0.9 -0.75 -1.7 -1.6 19.0017183247
11.175 11.35 -0.9 -0.75 -1.6 -1.5 21.1918927483
11.175 11.35 -0.9 -0.75 -1.5 -1.4 21.7842749627
11.175 11.35 -0.9 -0.75 -1.4 -1.3 22.6090053743
11.175 11.35 -0.9 -0.75 -1.3 -1.2 24.1511465188
11.175 11.35 -0.9 -0.75 -1.2 -1.1 25.2539497535
11.175 11.35 -0.9 -0.75 -1.1 -1.0 26.6538516463
11.175 11.35 -0.9 -0.75 -1.0 -0.9 27.5878683441
11.175 11.35 -0.9 -0.75 -0.9 -0.8 27.095925732
11.175 11.35 -0.9 -0.75 -0.8 -0.7 27.1695122908
11.175 11.35 -0.9 -0.75 -0.7 -0.6 27.4298509679
11.175 11.35 -0.9 -0.75 -0.6 -0.5 27.6563879938
11.175 11.35 -0.75 -0.6 -2.5 -2.4 18.8892352866
11.175 11.35 -0.75 -0.6 -2.4 -2.3 22.0429762546
11.175 11.35 -0.75 -0.6 -2.3 -2.2 18.9392038448
11.175 11.35 -0.75 -0.6 -2.2 -2.1 21.7780364131
11.175 11.35 -0.75 -0.6 -2.1 -2.0 19.9570648178
11.175 11.35 -0.75 -0.6 -2.0 -1.9 19.2390925151
11.175 11.35 -0.75 -0.6 -1.9 -1.8 20.400966981
11.175 11.35 -0.75 -0.6 -1.8 -1.7 22.0123901637
11.175 11.35 -0.75 -0.6 -1.7 -1.6 22.5336559519
11.175 11.35 -0.75 -0.6 -1.6 -1.5 24.6476210897
11.175 11.35 -0.75 -0.6 -1.5 -1.4 24.8317774999
11.175 11.35 -0.75 -0.6 -1.4 -1.3 27.175156777
11.175 11.35 -0.75 -0.6 -1.3 -1.2 29.2041277947
11.175 11.35 -0.75 -0.6 -1.2 -1.1 31.1311461241
11.175 11.35 -0.75 -0.6 -1.1 -1.0 33.3075581498
11.175 11.35 -0.75 -0.6 -1.0 -0.9 34.2227713805
11.175 11.35 -0.75 -0.6 -0.9 -0.8 35.8297343013
11.175 11.35 -0.75 -0.6 -0.8 -0.7 36.4875906772
11.175 11.35 -0.75 -0.6 -0.7 -0.6 37.1518923056
11.175 11.35 -0.75 -0.6 -0.6 -0.5 35.1937838046
11.175 11.35 -0.6 -0.45 -2.5 -2.4 18.9265093714
11.175 11.35 -0.6 -0.45 -2.4 -2.3 28.7842037487
11.175 11.35 -0.6 -0.45 -2.3 -2.2 23.040136946
11.175 11.35 -0.6 -0.45 -2.2 -2.1 25.8636381815
11.175 11.35 -0.6 -0.45 -2.1 -2.0 26.0531329189
11.175 11.35 -0.6 -0.45 -2.0 -1.9 19.6779365123
11.175 11.35 -0.6 -0.45 -1.9 -1.8 26.5244339917
11.175 11.35 -0.6 -0.45 -1.8 -1.7 28.0205054859
11.175 11.35 -0.6 -0.45 -1.7 -1.6 29.2247512697
11.175 11.35 -0.6 -0.45 -1.6 -1.5 29.875586881
11.175 11.35 -0.6 -0.45 -1.5 -1.4 26.7800521663
11.175 11.35 -0.6 -0.45 -1.4 -1.3 31.2463814953
11.175 11.35 -0.6 -0.45 -1.3 -1.2 32.7381545469
11.175 11.35 -0.6 -0.45 -1.2 -1.1 36.4781878594
11.175 11.35 -0.6 -0.45 -1.1 -1.0 37.5953623147
11.175 11.35 -0.6 -0.45 -1.0 -0.9 40.4687946837
11.175 11.35 -0.6 -0.45 -0.9 -0.8 40.6845514512
11.175 11.35 -0.6 -0.45 -0.8 -0.7 43.420155888
