#(1) log(M_min) log of the minimum halo mass of the selection in logscale (in units of Msol/h)
#(2) log(M_max) log of the maximum halo mass of the selection in logscale (in units of Msol/h)
#(3) log(dM_min) log of the minimum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(4) log(dM_max) log of the maximum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(5) log(dz_min) log of the minimum change of redshift of the selection in logscale (calculated as z1-z2)
#(6) log(dz_max) log of the maximum change of redshift of the selection in logscale (calculated as z1-z2)
#(7) Dir
#log(M_min)	log(M_max)	log(dM_min)	log(dM_max)	log(dz_min)	log(dz_max)	Dir
11.875 12.05 -0.15 0.0 -2.2 -2.1 54.4679258576
11.875 12.05 -0.15 0.0 -2.1 -2.0 94.2793698622
11.875 12.05 -0.15 0.0 -2.0 -1.9 75.7168036968
11.875 12.05 -0.15 0.0 -1.9 -1.8 85.3094212274
11.875 12.05 -0.15 0.0 -1.8 -1.7 98.8672238504
11.875 12.05 -0.15 0.0 -1.7 -1.6 103.434940989
11.875 12.05 -0.15 0.0 -1.6 -1.5 112.669459088
11.875 12.05 -0.15 0.0 -1.5 -1.4 112.6873639
11.875 12.05 -0.15 0.0 -1.4 -1.3 107.094157849
11.875 12.05 -0.15 0.0 -1.3 -1.2 130.00290621
11.875 12.05 -0.15 0.0 -1.2 -1.1 128.906773821
11.875 12.05 -0.15 0.0 -1.1 -1.0 119.26988346
11.875 12.05 -0.15 0.0 -1.0 -0.9 109.804452303
11.875 12.05 -0.15 0.0 -0.9 -0.8 122.035399234
11.875 12.05 -0.15 0.0 -0.8 -0.7 84.5527847403
11.875 12.05 -0.15 0.0 -0.7 -0.6 103.245775405
11.875 12.05 -0.15 0.0 -0.6 -0.5 75.5302212874
12.05 12.225 -3.0 -2.85 -2.5 -2.4 77.7043289687
12.05 12.225 -3.0 -2.85 -2.4 -2.3 75.511179058
12.05 12.225 -3.0 -2.85 -2.3 -2.2 71.836789172
12.05 12.225 -3.0 -2.85 -2.2 -2.1 69.7904988412
12.05 12.225 -3.0 -2.85 -2.1 -2.0 67.5814608431
12.05 12.225 -3.0 -2.85 -2.0 -1.9 65.385640149
12.05 12.225 -3.0 -2.85 -1.9 -1.8 62.4935918215
12.05 12.225 -3.0 -2.85 -1.8 -1.7 60.0896314989
12.05 12.225 -3.0 -2.85 -1.7 -1.6 56.7447790763
12.05 12.225 -3.0 -2.85 -1.6 -1.5 57.0066755371
12.05 12.225 -3.0 -2.85 -1.5 -1.4 56.6800141514
12.05 12.225 -3.0 -2.85 -1.4 -1.3 58.4137919588
12.05 12.225 -3.0 -2.85 -1.3 -1.2 58.5700487788
12.05 12.225 -3.0 -2.85 -1.2 -1.1 64.4343961628
12.05 12.225 -3.0 -2.85 -1.1 -1.0 70.2952075474
12.05 12.225 -3.0 -2.85 -1.0 -0.9 80.8760133767
12.05 12.225 -3.0 -2.85 -0.9 -0.8 85.1232733873
12.05 12.225 -3.0 -2.85 -0.8 -0.7 101.03131869
12.05 12.225 -3.0 -2.85 -0.7 -0.6 120.691629314
12.05 12.225 -3.0 -2.85 -0.6 -0.5 141.061570155
12.05 12.225 -2.85 -2.7 -2.5 -2.4 76.1308423065
12.05 12.225 -2.85 -2.7 -2.4 -2.3 74.5196385344
12.05 12.225 -2.85 -2.7 -2.3 -2.2 70.7094990719
12.05 12.225 -2.85 -2.7 -2.2 -2.1 70.5255120885
12.05 12.225 -2.85 -2.7 -2.1 -2.0 68.0110142735
12.05 12.225 -2.85 -2.7 -2.0 -1.9 65.715670902
12.05 12.225 -2.85 -2.7 -1.9 -1.8 63.4851919617
12.05 12.225 -2.85 -2.7 -1.8 -1.7 59.5364729034
12.05 12.225 -2.85 -2.7 -1.7 -1.6 58.5299331473
12.05 12.225 -2.85 -2.7 -1.6 -1.5 56.0963999107
12.05 12.225 -2.85 -2.7 -1.5 -1.4 56.5339155302
12.05 12.225 -2.85 -2.7 -1.4 -1.3 57.8044877161
12.05 12.225 -2.85 -2.7 -1.3 -1.2 59.8662812806
12.05 12.225 -2.85 -2.7 -1.2 -1.1 64.7065724428
12.05 12.225 -2.85 -2.7 -1.1 -1.0 70.0788815356
12.05 12.225 -2.85 -2.7 -1.0 -0.9 76.8634270095
12.05 12.225 -2.85 -2.7 -0.9 -0.8 83.5005127795
12.05 12.225 -2.85 -2.7 -0.8 -0.7 100.375443112
12.05 12.225 -2.85 -2.7 -0.7 -0.6 130.371051627
12.05 12.225 -2.85 -2.7 -0.6 -0.5 109.344151455
12.05 12.225 -2.7 -2.55 -2.5 -2.4 73.1606729142
12.05 12.225 -2.7 -2.55 -2.4 -2.3 72.91581187
12.05 12.225 -2.7 -2.55 -2.3 -2.2 70.1260990572
12.05 12.225 -2.7 -2.55 -2.2 -2.1 70.1985905296
12.05 12.225 -2.7 -2.55 -2.1 -2.0 67.916306164
12.05 12.225 -2.7 -2.55 -2.0 -1.9 65.6957913573
12.05 12.225 -2.7 -2.55 -1.9 -1.8 63.1545207936
12.05 12.225 -2.7 -2.55 -1.8 -1.7 59.4119278609
12.05 12.225 -2.7 -2.55 -1.7 -1.6 57.8971553153
12.05 12.225 -2.7 -2.55 -1.6 -1.5 55.6745991113
12.05 12.225 -2.7 -2.55 -1.5 -1.4 56.7350559788
12.05 12.225 -2.7 -2.55 -1.4 -1.3 57.5192653289
12.05 12.225 -2.7 -2.55 -1.3 -1.2 60.9657252148
12.05 12.225 -2.7 -2.55 -1.2 -1.1 66.896230092
12.05 12.225 -2.7 -2.55 -1.1 -1.0 67.6360589921
12.05 12.225 -2.7 -2.55 -1.0 -0.9 74.0648023339
12.05 12.225 -2.7 -2.55 -0.9 -0.8 85.49161253
12.05 12.225 -2.7 -2.55 -0.8 -0.7 97.6301278213
12.05 12.225 -2.7 -2.55 -0.7 -0.6 116.367065231
12.05 12.225 -2.7 -2.55 -0.6 -0.5 117.247446511
12.05 12.225 -2.55 -2.4 -2.5 -2.4 66.8996139438
12.05 12.225 -2.55 -2.4 -2.4 -2.3 68.838059932
12.05 12.225 -2.55 -2.4 -2.3 -2.2 67.5018277935
12.05 12.225 -2.55 -2.4 -2.2 -2.1 67.8539172522
12.05 12.225 -2.55 -2.4 -2.1 -2.0 67.3059532931
12.05 12.225 -2.55 -2.4 -2.0 -1.9 66.1446233923
12.05 12.225 -2.55 -2.4 -1.9 -1.8 63.9554047585
12.05 12.225 -2.55 -2.4 -1.8 -1.7 60.9472843721
12.05 12.225 -2.55 -2.4 -1.7 -1.6 58.3857980556
12.05 12.225 -2.55 -2.4 -1.6 -1.5 57.4311314453
12.05 12.225 -2.55 -2.4 -1.5 -1.4 56.6822279548
12.05 12.225 -2.55 -2.4 -1.4 -1.3 58.3682857838
12.05 12.225 -2.55 -2.4 -1.3 -1.2 61.2661397946
12.05 12.225 -2.55 -2.4 -1.2 -1.1 64.6638772067
12.05 12.225 -2.55 -2.4 -1.1 -1.0 71.4028525618
12.05 12.225 -2.55 -2.4 -1.0 -0.9 78.0376852588
12.05 12.225 -2.55 -2.4 -0.9 -0.8 90.1290466072
12.05 12.225 -2.55 -2.4 -0.8 -0.7 104.292342389
12.05 12.225 -2.55 -2.4 -0.7 -0.6 128.02603932
12.05 12.225 -2.55 -2.4 -0.6 -0.5 129.555117506
12.05 12.225 -2.4 -2.25 -2.5 -2.4 59.2544172026
12.05 12.225 -2.4 -2.25 -2.4 -2.3 62.3066792513
12.05 12.225 -2.4 -2.25 -2.3 -2.2 62.7338260715
12.05 12.225 -2.4 -2.25 -2.2 -2.1 64.3435205166
12.05 12.225 -2.4 -2.25 -2.1 -2.0 -99.0
12.05 12.225 -2.4 -2.25 -2.0 -1.9 65.4891958003
12.05 12.225 -2.4 -2.25 -1.9 -1.8 64.1073183325
12.05 12.225 -2.4 -2.25 -1.8 -1.7 61.8363853399
12.05 12.225 -2.4 -2.25 -1.7 -1.6 59.9804116874
12.05 12.225 -2.4 -2.25 -1.6 -1.5 57.5631093025
12.05 12.225 -2.4 -2.25 -1.5 -1.4 57.1880428937
12.05 12.225 -2.4 -2.25 -1.4 -1.3 58.8059556139
12.05 12.225 -2.4 -2.25 -1.3 -1.2 61.5997118365
12.05 12.225 -2.4 -2.25 -1.2 -1.1 64.3302146716
12.05 12.225 -2.4 -2.25 -1.1 -1.0 71.6908248537
12.05 12.225 -2.4 -2.25 -1.0 -0.9 81.6432055948
12.05 12.225 -2.4 -2.25 -0.9 -0.8 91.6187014515
12.05 12.225 -2.4 -2.25 -0.8 -0.7 99.3202382617
12.05 12.225 -2.4 -2.25 -0.7 -0.6 117.002833063
12.05 12.225 -2.4 -2.25 -0.6 -0.5 121.409554596
12.05 12.225 -2.25 -2.1 -2.5 -2.4 50.5378388646
12.05 12.225 -2.25 -2.1 -2.4 -2.3 52.5894022347
12.05 12.225 -2.25 -2.1 -2.3 -2.2 52.2434632389
12.05 12.225 -2.25 -2.1 -2.2 -2.1 55.7413393438
12.05 12.225 -2.25 -2.1 -2.1 -2.0 59.9597078157
12.05 12.225 -2.25 -2.1 -2.0 -1.9 61.7010719506
12.05 12.225 -2.25 -2.1 -1.9 -1.8 62.5734993201
12.05 12.225 -2.25 -2.1 -1.8 -1.7 -99.0
12.05 12.225 -2.25 -2.1 -1.7 -1.6 60.1182003067
12.05 12.225 -2.25 -2.1 -1.6 -1.5 58.6563121774
12.05 12.225 -2.25 -2.1 -1.5 -1.4 57.4840907169
12.05 12.225 -2.25 -2.1 -1.4 -1.3 58.6094803582
12.05 12.225 -2.25 -2.1 -1.3 -1.2 61.7170059743
12.05 12.225 -2.25 -2.1 -1.2 -1.1 66.6227371279
12.05 12.225 -2.25 -2.1 -1.1 -1.0 70.2308993753
12.05 12.225 -2.25 -2.1 -1.0 -0.9 76.5860069553
12.05 12.225 -2.25 -2.1 -0.9 -0.8 85.0961384197
12.05 12.225 -2.25 -2.1 -0.8 -0.7 100.782953243
12.05 12.225 -2.25 -2.1 -0.7 -0.6 127.081236071
12.05 12.225 -2.25 -2.1 -0.6 -0.5 113.586312321
12.05 12.225 -2.1 -1.95 -2.5 -2.4 45.7536537718
12.05 12.225 -2.1 -1.95 -2.4 -2.3 45.1771673279
12.05 12.225 -2.1 -1.95 -2.3 -2.2 42.4219468194
12.05 12.225 -2.1 -1.95 -2.2 -2.1 46.554361479
12.05 12.225 -2.1 -1.95 -2.1 -2.0 50.7027489188
12.05 12.225 -2.1 -1.95 -2.0 -1.9 54.7065349007
12.05 12.225 -2.1 -1.95 -1.9 -1.8 57.8540726759
12.05 12.225 -2.1 -1.95 -1.8 -1.7 58.3787658989
12.05 12.225 -2.1 -1.95 -1.7 -1.6 58.706657314
12.05 12.225 -2.1 -1.95 -1.6 -1.5 58.6896929318
12.05 12.225 -2.1 -1.95 -1.5 -1.4 58.2069011762
12.05 12.225 -2.1 -1.95 -1.4 -1.3 60.1596305448
12.05 12.225 -2.1 -1.95 -1.3 -1.2 61.4611188412
12.05 12.225 -2.1 -1.95 -1.2 -1.1 64.3308103342
12.05 12.225 -2.1 -1.95 -1.1 -1.0 71.8337577994
12.05 12.225 -2.1 -1.95 -1.0 -0.9 78.8199132378
12.05 12.225 -2.1 -1.95 -0.9 -0.8 83.9615555039
12.05 12.225 -2.1 -1.95 -0.8 -0.7 99.4166068936
12.05 12.225 -2.1 -1.95 -0.7 -0.6 117.590428688
12.05 12.225 -2.1 -1.95 -0.6 -0.5 136.020056657
12.05 12.225 -1.95 -1.8 -2.5 -2.4 44.1449428705
12.05 12.225 -1.95 -1.8 -2.4 -2.3 40.3699287106
12.05 12.225 -1.95 -1.8 -2.3 -2.2 37.9644185572
12.05 12.225 -1.95 -1.8 -2.2 -2.1 39.838941295
12.05 12.225 -1.95 -1.8 -2.1 -2.0 42.6045461196
12.05 12.225 -1.95 -1.8 -2.0 -1.9 46.5916259648
12.05 12.225 -1.95 -1.8 -1.9 -1.8 50.6021708907
12.05 12.225 -1.95 -1.8 -1.8 -1.7 53.7414429501
12.05 12.225 -1.95 -1.8 -1.7 -1.6 55.4384831161
12.05 12.225 -1.95 -1.8 -1.6 -1.5 56.764154473
12.05 12.225 -1.95 -1.8 -1.5 -1.4 57.6737295509
12.05 12.225 -1.95 -1.8 -1.4 -1.3 59.2518423274
12.05 12.225 -1.95 -1.8 -1.3 -1.2 60.546175673
12.05 12.225 -1.95 -1.8 -1.2 -1.1 64.8927331985
12.05 12.225 -1.95 -1.8 -1.1 -1.0 70.4059282616
12.05 12.225 -1.95 -1.8 -1.0 -0.9 78.9526842365
12.05 12.225 -1.95 -1.8 -0.9 -0.8 85.2082080733
12.05 12.225 -1.95 -1.8 -0.8 -0.7 100.873901237
12.05 12.225 -1.95 -1.8 -0.7 -0.6 122.272123561
12.05 12.225 -1.95 -1.8 -0.6 -0.5 125.352978632
12.05 12.225 -1.8 -1.65 -2.5 -2.4 45.613549424
12.05 12.225 -1.8 -1.65 -2.4 -2.3 38.8557528566
12.05 12.225 -1.8 -1.65 -2.3 -2.2 34.0307273719
12.05 12.225 -1.8 -1.65 -2.2 -2.1 35.1869238913
12.05 12.225 -1.8 -1.65 -2.1 -2.0 35.6992520646
12.05 12.225 -1.8 -1.65 -2.0 -1.9 38.5049414468
12.05 12.225 -1.8 -1.65 -1.9 -1.8 42.0009971402
12.05 12.225 -1.8 -1.65 -1.8 -1.7 46.1441489191
12.05 12.225 -1.8 -1.65 -1.7 -1.6 -99.0
12.05 12.225 -1.8 -1.65 -1.6 -1.5 52.8190984347
12.05 12.225 -1.8 -1.65 -1.5 -1.4 55.1851548633
12.05 12.225 -1.8 -1.65 -1.4 -1.3 57.8826350746
12.05 12.225 -1.8 -1.65 -1.3 -1.2 61.1410256487
12.05 12.225 -1.8 -1.65 -1.2 -1.1 63.7489142791
12.05 12.225 -1.8 -1.65 -1.1 -1.0 70.1366769079
12.05 12.225 -1.8 -1.65 -1.0 -0.9 78.3690333841
12.05 12.225 -1.8 -1.65 -0.9 -0.8 86.1999972796
12.05 12.225 -1.8 -1.65 -0.8 -0.7 99.6430980634
12.05 12.225 -1.8 -1.65 -0.7 -0.6 118.146401212
12.05 12.225 -1.8 -1.65 -0.6 -0.5 136.280939939
12.05 12.225 -1.65 -1.5 -2.5 -2.4 50.3773972451
12.05 12.225 -1.65 -1.5 -2.4 -2.3 39.7614094206
12.05 12.225 -1.65 -1.5 -2.3 -2.2 35.3708641827
12.05 12.225 -1.65 -1.5 -2.2 -2.1 33.7006887835
12.05 12.225 -1.65 -1.5 -2.1 -2.0 31.4516923144
12.05 12.225 -1.65 -1.5 -2.0 -1.9 32.8943178993
12.05 12.225 -1.65 -1.5 -1.9 -1.8 35.0282371852
12.05 12.225 -1.65 -1.5 -1.8 -1.7 38.6934229925
12.05 12.225 -1.65 -1.5 -1.7 -1.6 43.4472698639
12.05 12.225 -1.65 -1.5 -1.6 -1.5 47.8991762813
12.05 12.225 -1.65 -1.5 -1.5 -1.4 52.4481416009
12.05 12.225 -1.65 -1.5 -1.4 -1.3 55.8291784369
12.05 12.225 -1.65 -1.5 -1.3 -1.2 58.7442793237
12.05 12.225 -1.65 -1.5 -1.2 -1.1 62.5138879365
12.05 12.225 -1.65 -1.5 -1.1 -1.0 68.5058190447
12.05 12.225 -1.65 -1.5 -1.0 -0.9 77.0850292429
12.05 12.225 -1.65 -1.5 -0.9 -0.8 84.9241678389
12.05 12.225 -1.65 -1.5 -0.8 -0.7 98.63851412
12.05 12.225 -1.65 -1.5 -0.7 -0.6 119.840074349
12.05 12.225 -1.65 -1.5 -0.6 -0.5 130.43627377
12.05 12.225 -1.5 -1.35 -2.5 -2.4 56.0719318235
12.05 12.225 -1.5 -1.35 -2.4 -2.3 44.9063878827
12.05 12.225 -1.5 -1.35 -2.3 -2.2 33.4683263776
12.05 12.225 -1.5 -1.35 -2.2 -2.1 34.5506920599
12.05 12.225 -1.5 -1.35 -2.1 -2.0 29.0415251567
12.05 12.225 -1.5 -1.35 -2.0 -1.9 28.9228993633
12.05 12.225 -1.5 -1.35 -1.9 -1.8 -99.0
12.05 12.225 -1.5 -1.35 -1.8 -1.7 32.7490844238
12.05 12.225 -1.5 -1.35 -1.7 -1.6 36.8458025403
12.05 12.225 -1.5 -1.35 -1.6 -1.5 41.8300855967
12.05 12.225 -1.5 -1.35 -1.5 -1.4 46.9575150573
12.05 12.225 -1.5 -1.35 -1.4 -1.3 52.6171067075
12.05 12.225 -1.5 -1.35 -1.3 -1.2 57.0210100402
12.05 12.225 -1.5 -1.35 -1.2 -1.1 61.7954440685
12.05 12.225 -1.5 -1.35 -1.1 -1.0 67.0007876227
12.05 12.225 -1.5 -1.35 -1.0 -0.9 74.2315924378
12.05 12.225 -1.5 -1.35 -0.9 -0.8 81.9768978227
12.05 12.225 -1.5 -1.35 -0.8 -0.7 95.941749011
12.05 12.225 -1.5 -1.35 -0.7 -0.6 116.144235145
12.05 12.225 -1.5 -1.35 -0.6 -0.5 124.43596348
12.05 12.225 -1.35 -1.2 -2.5 -2.4 66.7100067125
12.05 12.225 -1.35 -1.2 -2.4 -2.3 52.7467437252
12.05 12.225 -1.35 -1.2 -2.3 -2.2 42.3460197062
12.05 12.225 -1.35 -1.2 -2.2 -2.1 37.0600373386
12.05 12.225 -1.35 -1.2 -2.1 -2.0 -99.0
12.05 12.225 -1.35 -1.2 -2.0 -1.9 28.6304936396
12.05 12.225 -1.35 -1.2 -1.9 -1.8 27.38042914
12.05 12.225 -1.35 -1.2 -1.8 -1.7 28.8431374098
12.05 12.225 -1.35 -1.2 -1.7 -1.6 32.0751619036
12.05 12.225 -1.35 -1.2 -1.6 -1.5 36.3753126964
12.05 12.225 -1.35 -1.2 -1.5 -1.4 41.4603622941
12.05 12.225 -1.35 -1.2 -1.4 -1.3 47.7431023246
12.05 12.225 -1.35 -1.2 -1.3 -1.2 53.4630237854
12.05 12.225 -1.35 -1.2 -1.2 -1.1 59.0973411813
12.05 12.225 -1.35 -1.2 -1.1 -1.0 64.9118948262
12.05 12.225 -1.35 -1.2 -1.0 -0.9 72.4367401536
12.05 12.225 -1.35 -1.2 -0.9 -0.8 79.5083193418
12.05 12.225 -1.35 -1.2 -0.8 -0.7 92.0832862871
12.05 12.225 -1.35 -1.2 -0.7 -0.6 109.661751442
12.05 12.225 -1.35 -1.2 -0.6 -0.5 116.474031638
12.05 12.225 -1.2 -1.05 -2.5 -2.4 77.0347922613
12.05 12.225 -1.2 -1.05 -2.4 -2.3 68.1752292652
12.05 12.225 -1.2 -1.05 -2.3 -2.2 42.1886705311
12.05 12.225 -1.2 -1.05 -2.2 -2.1 47.6965076546
12.05 12.225 -1.2 -1.05 -2.1 -2.0 33.7273894423
12.05 12.225 -1.2 -1.05 -2.0 -1.9 29.4243337583
12.05 12.225 -1.2 -1.05 -1.9 -1.8 27.8694884633
12.05 12.225 -1.2 -1.05 -1.8 -1.7 26.8770030267
12.05 12.225 -1.2 -1.05 -1.7 -1.6 28.729781983
12.05 12.225 -1.2 -1.05 -1.6 -1.5 32.5654940702
12.05 12.225 -1.2 -1.05 -1.5 -1.4 37.2281057699
12.05 12.225 -1.2 -1.05 -1.4 -1.3 41.0194258877
12.05 12.225 -1.2 -1.05 -1.3 -1.2 47.8476188411
12.05 12.225 -1.2 -1.05 -1.2 -1.1 54.7563037283
12.05 12.225 -1.2 -1.05 -1.1 -1.0 62.830688211
12.05 12.225 -1.2 -1.05 -1.0 -0.9 69.9391346185
12.05 12.225 -1.2 -1.05 -0.9 -0.8 77.1388593389
12.05 12.225 -1.2 -1.05 -0.8 -0.7 87.5050040454
12.05 12.225 -1.2 -1.05 -0.7 -0.6 102.775946786
12.05 12.225 -1.2 -1.05 -0.6 -0.5 117.807320006
12.05 12.225 -1.05 -0.9 -2.5 -2.4 84.0436511347
12.05 12.225 -1.05 -0.9 -2.4 -2.3 66.8037710673
12.05 12.225 -1.05 -0.9 -2.3 -2.2 57.4106822726
12.05 12.225 -1.05 -0.9 -2.2 -2.1 45.9120929832
12.05 12.225 -1.05 -0.9 -2.1 -2.0 38.2656611275
12.05 12.225 -1.05 -0.9 -2.0 -1.9 34.7959359073
12.05 12.225 -1.05 -0.9 -1.9 -1.8 26.8137008711
12.05 12.225 -1.05 -0.9 -1.8 -1.7 27.3040224866
12.05 12.225 -1.05 -0.9 -1.7 -1.6 28.5908059741
12.05 12.225 -1.05 -0.9 -1.6 -1.5 30.2838560514
12.05 12.225 -1.05 -0.9 -1.5 -1.4 35.0520562871
12.05 12.225 -1.05 -0.9 -1.4 -1.3 37.4938997443
12.05 12.225 -1.05 -0.9 -1.3 -1.2 43.1028309896
12.05 12.225 -1.05 -0.9 -1.2 -1.1 51.0259011677
12.05 12.225 -1.05 -0.9 -1.1 -1.0 58.2028057165
12.05 12.225 -1.05 -0.9 -1.0 -0.9 66.999606712
12.05 12.225 -1.05 -0.9 -0.9 -0.8 72.5849363559
12.05 12.225 -1.05 -0.9 -0.8 -0.7 82.9820057835
12.05 12.225 -1.05 -0.9 -0.7 -0.6 96.2679344966
12.05 12.225 -1.05 -0.9 -0.6 -0.5 103.744003495
12.05 12.225 -0.9 -0.75 -2.5 -2.4 96.6937697253
12.05 12.225 -0.9 -0.75 -2.4 -2.3 86.7604883652
12.05 12.225 -0.9 -0.75 -2.3 -2.2 54.1237824785
12.05 12.225 -0.9 -0.75 -2.2 -2.1 56.1914050916
12.05 12.225 -0.9 -0.75 -2.1 -2.0 39.858724504
12.05 12.225 -0.9 -0.75 -2.0 -1.9 -99.0
12.05 12.225 -0.9 -0.75 -1.9 -1.8 30.3230746133
12.05 12.225 -0.9 -0.75 -1.8 -1.7 28.5753714643
12.05 12.225 -0.9 -0.75 -1.7 -1.6 27.1982446125
12.05 12.225 -0.9 -0.75 -1.6 -1.5 30.0644110642
12.05 12.225 -0.9 -0.75 -1.5 -1.4 33.1837319122
12.05 12.225 -0.9 -0.75 -1.4 -1.3 34.2687462452
12.05 12.225 -0.9 -0.75 -1.3 -1.2 38.915293199
12.05 12.225 -0.9 -0.75 -1.2 -1.1 45.0921404917
12.05 12.225 -0.9 -0.75 -1.1 -1.0 53.7578821991
12.05 12.225 -0.9 -0.75 -1.0 -0.9 61.1706174473
12.05 12.225 -0.9 -0.75 -0.9 -0.8 69.0989026922
12.05 12.225 -0.9 -0.75 -0.8 -0.7 76.8352429515
12.05 12.225 -0.9 -0.75 -0.7 -0.6 86.0227837776
12.05 12.225 -0.9 -0.75 -0.6 -0.5 97.0734187208
12.05 12.225 -0.75 -0.6 -2.5 -2.4 106.770470825
12.05 12.225 -0.75 -0.6 -2.4 -2.3 96.7093295877
12.05 12.225 -0.75 -0.6 -2.3 -2.2 51.7211581144
12.05 12.225 -0.75 -0.6 -2.2 -2.1 61.184134645
12.05 12.225 -0.75 -0.6 -2.1 -2.0 59.4120900716
12.05 12.225 -0.75 -0.6 -2.0 -1.9 67.3172320156
12.05 12.225 -0.75 -0.6 -1.9 -1.8 39.4588222039
12.05 12.225 -0.75 -0.6 -1.8 -1.7 34.0077165606
12.05 12.225 -0.75 -0.6 -1.7 -1.6 29.1704000151
12.05 12.225 -0.75 -0.6 -1.6 -1.5 32.2085171485
12.05 12.225 -0.75 -0.6 -1.5 -1.4 34.9708150248
12.05 12.225 -0.75 -0.6 -1.4 -1.3 30.8424734549
12.05 12.225 -0.75 -0.6 -1.3 -1.2 35.5832945709
12.05 12.225 -0.75 -0.6 -1.2 -1.1 41.5247641934
12.05 12.225 -0.75 -0.6 -1.1 -1.0 49.0123389216
12.05 12.225 -0.75 -0.6 -1.0 -0.9 56.7012469918
12.05 12.225 -0.75 -0.6 -0.9 -0.8 61.8296425444
12.05 12.225 -0.75 -0.6 -0.8 -0.7 70.9898115952
12.05 12.225 -0.75 -0.6 -0.7 -0.6 80.2914874627
12.05 12.225 -0.75 -0.6 -0.6 -0.5 87.542709754
12.05 12.225 -0.6 -0.45 -2.5 -2.4 112.983199395
12.05 12.225 -0.6 -0.45 -2.4 -2.3 116.653846997
12.05 12.225 -0.6 -0.45 -2.3 -2.2 70.4844365108
12.05 12.225 -0.6 -0.45 -2.2 -2.1 71.0436891374
12.05 12.225 -0.6 -0.45 -2.1 -2.0 73.9449978101
12.05 12.225 -0.6 -0.45 -2.0 -1.9 90.5972566741
12.05 12.225 -0.6 -0.45 -1.9 -1.8 63.9850600073
12.05 12.225 -0.6 -0.45 -1.8 -1.7 49.8570363485
12.05 12.225 -0.6 -0.45 -1.7 -1.6 36.2527176412
12.05 12.225 -0.6 -0.45 -1.6 -1.5 37.2480419197
12.05 12.225 -0.6 -0.45 -1.5 -1.4 36.9561135138
12.05 12.225 -0.6 -0.45 -1.4 -1.3 32.3282169525
12.05 12.225 -0.6 -0.45 -1.3 -1.2 31.0944812766
12.05 12.225 -0.6 -0.45 -1.2 -1.1 37.0224800204
12.05 12.225 -0.6 -0.45 -1.1 -1.0 45.109105213
12.05 12.225 -0.6 -0.45 -1.0 -0.9 50.5963724722
12.05 12.225 -0.6 -0.45 -0.9 -0.8 57.1347409013
12.05 12.225 -0.6 -0.45 -0.8 -0.7 66.187264562
12.05 12.225 -0.6 -0.45 -0.7 -0.6 73.1311178419
12.05 12.225 -0.6 -0.45 -0.6 -0.5 82.0253646951
12.05 12.225 -0.45 -0.3 -2.5 -2.4 109.32396725
12.05 12.225 -0.45 -0.3 -2.4 -2.3 125.610690975
12.05 12.225 -0.45 -0.3 -2.3 -2.2 85.3759574215
12.05 12.225 -0.45 -0.3 -2.2 -2.1 74.9880100189
12.05 12.225 -0.45 -0.3 -2.1 -2.0 93.9463830752
12.05 12.225 -0.45 -0.3 -2.0 -1.9 115.36150629
12.05 12.225 -0.45 -0.3 -1.9 -1.8 79.2250179112
12.05 12.225 -0.45 -0.3 -1.8 -1.7 85.5460049056
12.05 12.225 -0.45 -0.3 -1.7 -1.6 75.9362831607
12.05 12.225 -0.45 -0.3 -1.6 -1.5 70.9748239386
12.05 12.225 -0.45 -0.3 -1.5 -1.4 63.1861731396
12.05 12.225 -0.45 -0.3 -1.4 -1.3 43.1731939227
12.05 12.225 -0.45 -0.3 -1.3 -1.2 37.2554393057
12.05 12.225 -0.45 -0.3 -1.2 -1.1 37.3172947082
12.05 12.225 -0.45 -0.3 -1.1 -1.0 42.2483118246
12.05 12.225 -0.45 -0.3 -1.0 -0.9 49.0285605962
12.05 12.225 -0.45 -0.3 -0.9 -0.8 53.3895036747
12.05 12.225 -0.45 -0.3 -0.8 -0.7 59.4043619866
12.05 12.225 -0.45 -0.3 -0.7 -0.6 67.4472261044
12.05 12.225 -0.45 -0.3 -0.6 -0.5 73.322452035
12.05 12.225 -0.3 -0.15 -2.5 -2.4 91.6805147092
12.05 12.225 -0.3 -0.15 -2.4 -2.3 137.944150359
12.05 12.225 -0.3 -0.15 -2.3 -2.2 71.7484562479
12.05 12.225 -0.3 -0.15 -2.2 -2.1 80.348327716
12.05 12.225 -0.3 -0.15 -2.1 -2.0 82.4620614499
12.05 12.225 -0.3 -0.15 -2.0 -1.9 77.967006837
12.05 12.225 -0.3 -0.15 -1.9 -1.8 98.8489924436
12.05 12.225 -0.3 -0.15 -1.8 -1.7 99.6165930261
12.05 12.225 -0.3 -0.15 -1.7 -1.6 103.04450355
12.05 12.225 -0.3 -0.15 -1.6 -1.5 94.3919261374
12.05 12.225 -0.3 -0.15 -1.5 -1.4 113.748993437
12.05 12.225 -0.3 -0.15 -1.4 -1.3 88.2855786393
12.05 12.225 -0.3 -0.15 -1.3 -1.2 84.8573616468
12.05 12.225 -0.3 -0.15 -1.2 -1.1 66.7316414004
12.05 12.225 -0.3 -0.15 -1.1 -1.0 67.1174705174
12.05 12.225 -0.3 -0.15 -1.0 -0.9 63.8649403606
12.05 12.225 -0.3 -0.15 -0.9 -0.8 61.5218212452
